	MCT.f.0549	MCT.f.0550	MCT.f.0551	MCT.f.0552	MCT.f.0553	MCT.f.0554	MCT.f.0555	MCT.f.0556	MCT.f.0557	MCT.f.0558	MCT.f.0559	MCT.f.0560	MCT.f.0561
MCT.f.0549	0.0	0.232653061224	0.344202898551	0.494880546075	0.542483660131	0.635220125786	0.656151419558	0.641196013289	0.598101265823	0.596273291925	0.611650485437	0.632107023411	0.646666666667
MCT.f.0550	0.232653061224	0.0	0.165354330709	0.339483394834	0.397887323944	0.503378378378	0.596774193548	0.597315436242	0.513157894737	0.559375	0.57328990228	0.597315436242	0.602693602694
MCT.f.0551	0.344202898551	0.165354330709	0.0	0.218045112782	0.283154121864	0.395189003436	0.495081967213	0.614420062696	0.535384615385	0.565088757396	0.574074074074	0.596825396825	0.57928802589
MCT.f.0552	0.494880546075	0.339483394834	0.218045112782	0.0	0.117886178862	0.285171102662	0.400722021661	0.536082474227	0.501628664495	0.552469135802	0.556634304207	0.560810810811	0.541379310345
MCT.f.0553	0.542483660131	0.397887323944	0.283154121864	0.117886178862	0.0	0.183266932271	0.309433962264	0.471631205674	0.45	0.550458715596	0.554487179487	0.577557755776	0.56856187291
MCT.f.0554	0.635220125786	0.503378378378	0.395189003436	0.285171102662	0.183266932271	0.0	0.227642276423	0.406844106464	0.427083333333	0.542586750789	0.615141955836	0.621710526316	0.604026845638
MCT.f.0555	0.656151419558	0.596774193548	0.495081967213	0.400722021661	0.309433962264	0.227642276423	0.0	0.220779220779	0.357933579336	0.491694352159	0.568106312292	0.648026315789	0.64
MCT.f.0556	0.641196013289	0.597315436242	0.614420062696	0.536082474227	0.471631205674	0.406844106464	0.220779220779	0.0	0.194092827004	0.405109489051	0.489051094891	0.57761732852	0.651724137931
MCT.f.0557	0.598101265823	0.513157894737	0.535384615385	0.501628664495	0.45	0.427083333333	0.357933579336	0.194092827004	0.0	0.242537313433	0.328358208955	0.420664206642	0.503521126761
MCT.f.0558	0.596273291925	0.559375	0.565088757396	0.552469135802	0.550458715596	0.542586750789	0.491694352159	0.405109489051	0.242537313433	0.0	0.0958333333333	0.209016393443	0.330769230769
MCT.f.0559	0.611650485437	0.57328990228	0.574074074074	0.556634304207	0.554487179487	0.615141955836	0.568106312292	0.489051094891	0.328358208955	0.0958333333333	0.0	0.126696832579	0.273109243697
MCT.f.0560	0.632107023411	0.597315436242	0.596825396825	0.560810810811	0.577557755776	0.621710526316	0.648026315789	0.57761732852	0.420664206642	0.209016393443	0.126696832579	0.0	0.172897196262
MCT.f.0561	0.646666666667	0.602693602694	0.57928802589	0.541379310345	0.56856187291	0.604026845638	0.64	0.651724137931	0.503521126761	0.330769230769	0.273109243697	0.172897196262	0.0
