	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13
sample1	0.0	2.73701796856	6.72654028436	5.92995629962	6.91446024223	8.76739504257	8.08143041792	7.80346502527	8.32352799422	8.27947457726	9.13435102511	9.93993742837	9.58966348063
sample2	2.73701796856	0.0	6.38041566747	6.61188451836	6.5239008793	7.19838288661	7.5668410726	6.69106540494	7.76885745641	7.98436806111	9.07349258715	9.79762072695	9.19625416985
sample3	6.72654028436	6.38041566747	0.0	10.5323232323	9.45333333333	9.86656833825	9.17777777778	8.11194098663	8.21789077213	8.39259259259	8.82983425414	10.0294117647	10.3729981378
sample4	5.92995629962	6.61188451836	10.5323232323	0.0	7.26187590188	7.77198023216	8.48311688312	10.2650212858	10.4804754567	10.2737694404	10.4526799168	9.99142687378	8.15678734673
sample5	6.91446024223	6.5239008793	9.45333333333	7.26187590188	0.0	4.94151425762	6.65070707071	8.00070078377	7.93566854991	8.01481481481	9.31923879681	8.3968627451	7.03091247672
sample6	8.76739504257	7.19838288661	9.86656833825	7.77198023216	4.94151425762	0.0	6.62566371681	6.74053537987	8.95092245388	9.33322407954	9.41483726919	8.92336167505	6.04301181589
sample7	8.08143041792	7.5668410726	9.17777777778	8.48311688312	6.65070707071	6.62566371681	0.0	5.96937004904	7.46379044684	8.15185185185	10.0465427758	7.76844919786	6.58207211783
sample8	7.80346502527	6.69106540494	8.11194098663	10.2650212858	8.00070078377	6.74053537987	5.96937004904	0.0	8.03859624446	8.15467957584	8.73236896602	9.33710302932	9.22942117342
sample9	8.32352799422	7.76885745641	8.21789077213	10.4804754567	7.93566854991	8.95092245388	7.46379044684	8.03859624446	0.0	4.52707679431	9.12878234541	8.44198515564	10.2423634126
sample10	8.27947457726	7.98436806111	8.39259259259	10.2737694404	8.01481481481	9.33322407954	8.15185185185	8.15467957584	4.52707679431	0.0	8.01347111384	9.58968772694	11.18387475
sample11	9.13435102511	9.07349258715	8.82983425414	10.4526799168	9.31923879681	9.41483726919	10.0465427758	8.73236896602	9.12878234541	8.01347111384	0.0	9.62849817643	10.4093130446
sample12	9.93993742837	9.79762072695	10.0294117647	9.99142687378	8.3968627451	8.92336167505	7.76844919786	9.33710302932	8.44198515564	9.58968772694	9.62849817643	0.0	7.54237411911
sample13	9.58966348063	9.19625416985	10.3729981378	8.15678734673	7.03091247672	6.04301181589	6.58207211783	9.22942117342	10.2423634126	11.18387475	10.4093130446	7.54237411911	0.0
