	sample1	sample2	sample3	sample4	sample5	sample7	sample8	sample10	sample11	sample12	sample13	sample14	sample15
sample1	0.0	0.638655462185	0.785714285714	0.661016949153	0.81308411215	0.652892561983	0.644230769231	0.752380952381	0.772727272727	0.816666666667	0.769230769231	0.79	0.647619047619
sample2	0.638655462185	0.0	0.657894736842	0.753246753247	0.7421875	0.58273381295	0.664122137405	0.7109375	0.609929078014	0.751773049645	0.624113475177	0.675213675214	0.569105691057
sample3	0.785714285714	0.657894736842	0.0	0.757425742574	0.804347826087	0.72	0.768421052632	0.857142857143	0.712121212121	0.819095477387	0.828703703704	0.804469273743	0.756613756614
sample4	0.661016949153	0.753246753247	0.757425742574	0.0	0.610619469027	0.687074829932	0.723880597015	0.789473684211	0.784810126582	0.762589928058	0.782051282051	0.772357723577	0.645669291339
sample5	0.81308411215	0.7421875	0.804347826087	0.610619469027	0.0	0.734375	0.823529411765	0.849557522124	0.816176470588	0.825	0.847826086957	0.811881188119	0.706422018349
sample7	0.652892561983	0.58273381295	0.72	0.687074829932	0.734375	0.0	0.603174603175	0.797101449275	0.703947368421	0.795918367347	0.77358490566	0.771653543307	0.606299212598
sample8	0.644230769231	0.664122137405	0.768421052632	0.723880597015	0.823529411765	0.603174603175	0.0	0.8	0.643410852713	0.675213675214	0.679389312977	0.632653061224	0.640350877193
sample10	0.752380952381	0.7109375	0.857142857143	0.789473684211	0.849557522124	0.797101449275	0.8	0.0	0.838028169014	0.811475409836	0.696	0.851851851852	0.781512605042
sample11	0.772727272727	0.609929078014	0.712121212121	0.784810126582	0.816176470588	0.703947368421	0.643410852713	0.838028169014	0.0	0.742857142857	0.723684210526	0.739837398374	0.705882352941
sample12	0.816666666667	0.751773049645	0.819095477387	0.762589928058	0.825	0.795918367347	0.675213675214	0.811475409836	0.742857142857	0.0	0.585365853659	0.72641509434	0.741935483871
sample13	0.769230769231	0.624113475177	0.828703703704	0.782051282051	0.847826086957	0.77358490566	0.679389312977	0.696	0.723684210526	0.585365853659	0.0	0.703389830508	0.739130434783
sample14	0.79	0.675213675214	0.804469273743	0.772357723577	0.811881188119	0.771653543307	0.632653061224	0.851851851852	0.739837398374	0.72641509434	0.703389830508	0.0	0.622448979592
sample15	0.647619047619	0.569105691057	0.756613756614	0.645669291339	0.706422018349	0.606299212598	0.640350877193	0.781512605042	0.705882352941	0.741935483871	0.739130434783	0.622448979592	0.0
