	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample13
sample1	0.0	8.70652173913	6.17274975483	7.80613593117	8.52758037815	8.9608633325	9.65626602041	7.2452949377	7.79171980324	7.9997586571	8.7668874645	9.38840213408
sample2	8.70652173913	0.0	7.52497687327	6.83522493485	9.22304347826	9.76162329419	8.64694978092	6.57065217391	8.74827075099	9.37573632539	8.51929140392	9.32707640243
sample3	6.17274975483	7.52497687327	0.0	6.26446405799	8.07378353377	8.31460630533	7.6095579746	6.914546716	7.59647001934	7.56332646992	7.48960532727	9.18691405154
sample4	7.80613593117	6.83522493485	6.26446405799	0.0	7.92249074201	9.05926915195	8.3951532047	6.14924221643	6.48718454259	8.22837759913	7.08345574365	9.4916724237
sample5	8.52758037815	9.22304347826	8.07378353377	7.92249074201	0.0	9.0830149159	9.1285338726	8.6052173913	8.56943675889	8.45625058439	7.90306007302	8.89518871171
sample6	8.9608633325	9.76162329419	8.31460630533	9.05926915195	9.0830149159	0.0	7.75584224523	8.58854331958	9.69226940942	9.37769405855	9.29897290169	7.63131945381
sample7	9.65626602041	8.64694978092	7.6095579746	8.3951532047	9.1285338726	7.75584224523	0.0	8.61497303674	9.4354739253	9.28804701175	8.75202674714	9.51063590436
sample8	7.2452949377	6.57065217391	6.914546716	6.14924221643	8.6052173913	8.58854331958	8.61497303674	0.0	7.88068181818	8.57539738195	7.78193107645	9.61249569806
sample9	7.79171980324	8.74827075099	7.59647001934	6.48718454259	8.56943675889	9.69226940942	9.4354739253	7.88068181818	0.0	7.64516129032	7.23406777701	10.3614325977
sample10	7.9997586571	9.37573632539	7.56332646992	8.22837759913	8.45625058439	9.37769405855	9.28804701175	8.57539738195	7.64516129032	0.0	7.47930723139	7.92747184158
sample11	8.7668874645	8.51929140392	7.48960532727	7.08345574365	7.90306007302	9.29897290169	8.75202674714	7.78193107645	7.23406777701	7.47930723139	0.0	9.44733361531
sample13	9.38840213408	9.32707640243	9.18691405154	9.4916724237	8.89518871171	7.63131945381	9.51063590436	9.61249569806	10.3614325977	7.92747184158	9.44733361531	0.0
