	MCT.f.0344	MCT.f.0345	MCT.f.0346	MCT.f.0347	MCT.f.0348	MCT.f.0349	MCT.f.0350	MCT.f.0351	MCT.f.0352	MCT.f.0353	MCT.f.0354	MCT.f.0355	MCT.f.0356	MCT.f.0357
MCT.f.0344	0.0	5.179004329	7.71146616541	7.73849206349	7.71633825944	7.80689548547	8.21930176565	8.3501529052	8.66858317945	8.84047619048	8.80393772894	8.77445496271	8.32229542302	7.55444964871
MCT.f.0345	5.179004329	0.0	3.5694235589	5.84698412698	7.29783922974	8.04601113173	8.07967313585	8.56548909806	8.28714880889	7.77513914657	6.53046953047	7.40090752621	7.33000462321	6.8838620396
MCT.f.0346	7.71146616541	3.5694235589	0.0	3.29929824561	6.51096491228	7.10274061778	7.93015544479	8.34117978432	8.42893293751	7.31723952739	5.97233468286	7.61940997071	7.2000936808	6.33333333333
MCT.f.0347	7.73849206349	5.84698412698	3.29929824561	0.0	3.5	5.77941043084	7.14981273408	7.85883792049	8.11542499021	6.5558276644	6.1894017094	8.05513100019	7.42839266451	6.31167577413
MCT.f.0348	7.71633825944	7.29783922974	6.51096491228	3.5	0.0	4.03270744034	7.219585432	7.66442581462	7.9765033024	6.83446516538	7.5650530504	8.2267345243	7.89784901239	7.25643018655
MCT.f.0349	7.80689548547	8.04601113173	7.10274061778	5.77941043084	4.03270744034	0.0	3.9613099581	6.56713502749	7.64060180209	8.43376623377	8.9208315494	8.77171021749	8.30091083212	6.963662216
MCT.f.0350	8.21930176565	8.07967313585	7.93015544479	7.14981273408	7.219585432	3.9613099581	0.0	5.4288549045	7.96689005287	9.42962623252	9.87135860394	9.1618093562	8.80723298374	6.25667052601
MCT.f.0351	8.3501529052	8.56548909806	8.34117978432	7.85883792049	7.66442581462	6.56713502749	5.4288549045	0.0	3.57655860887	9.14855832241	10.0113620325	8.67081037124	7.93727175559	6.6101669424
MCT.f.0352	8.66858317945	8.28714880889	8.42893293751	8.11542499021	7.9765033024	7.64060180209	7.96689005287	3.57655860887	0.0	6.12264083072	8.99725812769	8.45802144283	7.05620267798	7.12477605902
MCT.f.0353	8.84047619048	7.77513914657	7.31723952739	6.5558276644	6.83446516538	8.43376623377	9.42962623252	9.14855832241	6.12264083072	0.0	5.89345892203	8.48620604868	8.01920612905	6.91443626631
MCT.f.0354	8.80393772894	6.53046953047	5.97233468286	6.1894017094	7.5650530504	8.9208315494	9.87135860394	10.0113620325	8.99725812769	5.89345892203	0.0	4.91951101108	6.01896938013	7.7684110971
MCT.f.0355	8.77445496271	7.40090752621	7.61940997071	8.05513100019	8.2267345243	8.77171021749	9.1618093562	8.67081037124	8.45802144283	8.48620604868	4.91951101108	0.0	3.25854318801	7.56481899495
MCT.f.0356	8.32229542302	7.33000462321	7.2000936808	7.42839266451	7.89784901239	8.30091083212	8.80723298374	7.93727175559	7.05620267798	8.01920612905	6.01896938013	3.25854318801	0.0	5.23170990503
MCT.f.0357	7.55444964871	6.8838620396	6.33333333333	6.31167577413	7.25643018655	6.963662216	6.25667052601	6.6101669424	7.12477605902	6.91443626631	7.7684110971	7.56481899495	5.23170990503	0.0
