	MCT.f.0528	MCT.f.0529	MCT.f.0530	MCT.f.0532	MCT.f.0533	MCT.f.0534	MCT.f.0535	MCT.f.0536	MCT.f.0538	MCT.f.0539	MCT.f.0540	MCT.f.0541	MCT.f.0543	MCT.f.0544
MCT.f.0528	0.0	2.2987804878	3.36343764381	7.05754203173	8.48667850799	9.43367346939	10.593654043	11.0700344432	10.3079056865	9.87688098495	10.6257668712	10.7436743674	10.9352517986	11.0550803375
MCT.f.0529	2.2987804878	0.0	2.44927136064	6.90262846318	8.30884200494	9.28066202091	10.4691764236	10.9509506875	10.3037177362	10.0501418037	10.5791411043	10.6226783654	10.8220740481	10.7486995723
MCT.f.0530	3.36343764381	2.44927136064	0.0	6.85186542102	8.36566611184	9.34708852094	10.5311557864	11.0170242161	10.4313249999	9.97146437923	10.5732916618	10.6315461735	10.969311882	10.9259491093
MCT.f.0532	7.05754203173	6.90262846318	6.85186542102	0.0	4.26993625228	7.14394689915	8.75532721858	9.55190812183	8.7609801202	8.40021427401	8.91842277682	9.24626443227	9.37274036527	8.56651175632
MCT.f.0533	8.48667850799	8.30884200494	8.36566611184	4.26993625228	0.0	4.54942545402	6.38375714252	7.44692305653	7.63392071895	8.03711308143	8.70085104992	8.75908763168	8.57432014297	8.34720059263
MCT.f.0534	9.43367346939	9.28066202091	9.34708852094	7.14394689915	4.54942545402	0.0	4.89371618658	6.25786393777	7.29049435308	8.23422973841	8.63521034181	8.46761130195	7.95215460285	8.27262065964
MCT.f.0535	10.593654043	10.4691764236	10.5311557864	8.75532721858	6.38375714252	4.89371618658	0.0	2.19341995636	3.79223102225	4.88089533974	6.39697333141	7.9899199746	8.05800418884	8.30768092672
MCT.f.0536	11.0700344432	10.9509506875	11.0170242161	9.55190812183	7.44692305653	6.25786393777	2.19341995636	0.0	2.85495174294	3.93422972478	6.54290041064	8.10771226376	8.29145363388	8.40801007721
MCT.f.0538	10.3079056865	10.3037177362	10.4313249999	8.7609801202	7.63392071895	7.29049435308	3.79223102225	2.85495174294	0.0	1.85297438009	5.21306978209	7.6378120475	8.4244704098	8.2510073555
MCT.f.0539	9.87688098495	10.0501418037	9.97146437923	8.40021427401	8.03711308143	8.23422973841	4.88089533974	3.93422972478	1.85297438009	0.0	4.98257534431	7.75043605592	8.25548636721	8.01226975966
MCT.f.0540	10.6257668712	10.5791411043	10.5732916618	8.91842277682	8.70085104992	8.63521034181	6.39697333141	6.54290041064	5.21306978209	4.98257534431	0.0	3.57432356733	8.08263356011	8.49873520775
MCT.f.0541	10.7436743674	10.6226783654	10.6315461735	9.24626443227	8.75908763168	8.46761130195	7.9899199746	8.10771226376	7.6378120475	7.75043605592	3.57432356733	0.0	7.25727310655	7.96380585926
MCT.f.0543	10.9352517986	10.8220740481	10.969311882	9.37274036527	8.57432014297	7.95215460285	8.05800418884	8.29145363388	8.4244704098	8.25548636721	8.08263356011	7.25727310655	0.0	3.15509271662
MCT.f.0544	11.0550803375	10.7486995723	10.9259491093	8.56651175632	8.34720059263	8.27262065964	8.30768092672	8.40801007721	8.2510073555	8.01226975966	8.49873520775	7.96380585926	3.15509271662	0.0
