	MCT.f.0528	MCT.f.0529	MCT.f.0530	MCT.f.0532	MCT.f.0533	MCT.f.0534	MCT.f.0535	MCT.f.0536	MCT.f.0538	MCT.f.0539	MCT.f.0540	MCT.f.0541	MCT.f.0543	MCT.f.0544
MCT.f.0528	0.0	0.297297297297	0.333333333333	0.779816513761	0.840579710145	0.889534883721	0.898936170213	0.9375	0.921686746988	0.927152317881	0.912751677852	0.935	0.940476190476	0.934210526316
MCT.f.0529	0.297297297297	0.0	0.0512820512821	0.678899082569	0.760869565217	0.845714285714	0.882051282051	0.918032786885	0.895348837209	0.898089171975	0.883870967742	0.912621359223	0.922480620155	0.909871244635
MCT.f.0530	0.333333333333	0.0512820512821	0.0	0.660550458716	0.746376811594	0.834285714286	0.871794871795	0.918918918919	0.883720930233	0.885350318471	0.870967741935	0.902912621359	0.914728682171	0.901287553648
MCT.f.0532	0.779816513761	0.678899082569	0.660550458716	0.0	0.240875912409	0.480446927374	0.56	0.646464646465	0.666666666667	0.734375	0.721052631579	0.775	0.765957446809	0.758620689655
MCT.f.0533	0.840579710145	0.760869565217	0.746376811594	0.240875912409	0.0	0.301136363636	0.401015228426	0.494897959184	0.572139303483	0.676470588235	0.663366336634	0.765384615385	0.737373737374	0.746428571429
MCT.f.0534	0.889534883721	0.845714285714	0.834285714286	0.480446927374	0.301136363636	0.0	0.149732620321	0.284210526316	0.38578680203	0.495	0.545893719807	0.676691729323	0.673202614379	0.678200692042
MCT.f.0535	0.898936170213	0.882051282051	0.871794871795	0.56	0.401015228426	0.149732620321	0.0	0.141304347826	0.321608040201	0.43842364532	0.490476190476	0.671480144404	0.668769716088	0.677740863787
MCT.f.0536	0.9375	0.918032786885	0.918918918919	0.646464646465	0.494897959184	0.284210526316	0.141304347826	0.0	0.255555555556	0.385869565217	0.469072164948	0.666666666667	0.677631578947	0.6875
MCT.f.0538	0.921686746988	0.895348837209	0.883720930233	0.666666666667	0.572139303483	0.38578680203	0.321608040201	0.255555555556	0.0	0.15923566879	0.279761904762	0.553191489362	0.622377622378	0.62962962963
MCT.f.0539	0.927152317881	0.898089171975	0.885350318471	0.734375	0.676470588235	0.495	0.43842364532	0.385869565217	0.15923566879	0.0	0.149659863946	0.511520737327	0.59328358209	0.582329317269
MCT.f.0540	0.912751677852	0.883870967742	0.870967741935	0.721052631579	0.663366336634	0.545893719807	0.490476190476	0.469072164948	0.279761904762	0.149659863946	0.0	0.461904761905	0.59328358209	0.582329317269
MCT.f.0541	0.935	0.912621359223	0.902912621359	0.775	0.765384615385	0.676691729323	0.671480144404	0.666666666667	0.553191489362	0.511520737327	0.461904761905	0.0	0.334630350195	0.440154440154
MCT.f.0543	0.940476190476	0.922480620155	0.914728682171	0.765957446809	0.737373737374	0.673202614379	0.668769716088	0.677631578947	0.622377622378	0.59328358209	0.59328358209	0.334630350195	0.0	0.115226337449
MCT.f.0544	0.934210526316	0.909871244635	0.901287553648	0.758620689655	0.746428571429	0.678200692042	0.677740863787	0.6875	0.62962962963	0.582329317269	0.582329317269	0.440154440154	0.115226337449	0.0
