	MCT.f.0326	MCT.f.0327	MCT.f.0329	MCT.f.0330	MCT.f.0331	MCT.f.0334	MCT.f.0335	MCT.f.0336	MCT.f.0337	MCT.f.0338	MCT.f.0340
MCT.f.0326	0.0	2.54897379667	7.60443519513	7.76433270677	8.0357679301	6.82029034037	7.40518056298	7.79346092504	8.1677249082	8.23647513166	8.99813028042
MCT.f.0327	2.54897379667	0.0	6.40002325717	7.2199023199	7.2494689481	6.66298172885	6.91127237542	7.54081373172	8.13913734844	8.34956786877	9.17924053877
MCT.f.0329	7.60443519513	6.40002325717	0.0	2.26970203286	4.20522059661	6.82887060346	7.01603757129	6.13957447074	7.41035960148	7.28422652812	7.75030722956
MCT.f.0330	7.76433270677	7.2199023199	2.26970203286	0.0	2.51841933601	6.8315136644	7.19155472135	6.34078999151	7.63347321793	7.07057108277	7.27823305923
MCT.f.0331	8.0357679301	7.2494689481	4.20522059661	2.51841933601	0.0	6.51003179551	7.35860512366	6.62323915188	7.79438641203	7.57103410083	7.23727546344
MCT.f.0334	6.82029034037	6.66298172885	6.82887060346	6.8315136644	6.51003179551	0.0	3.99083110991	6.09874878342	7.9091590381	8.27295471208	7.29836236334
MCT.f.0335	7.40518056298	6.91127237542	7.01603757129	7.19155472135	7.35860512366	3.99083110991	0.0	2.81652252836	4.86759055129	7.59213729737	8.71734737632
MCT.f.0336	7.79346092504	7.54081373172	6.13957447074	6.34078999151	6.62323915188	6.09874878342	2.81652252836	0.0	3.12364661413	5.83861354947	7.94392106862
MCT.f.0337	8.1677249082	8.13913734844	7.41035960148	7.63347321793	7.79438641203	7.9091590381	4.86759055129	3.12364661413	0.0	3.57500001902	6.69121731598
MCT.f.0338	8.23647513166	8.34956786877	7.28422652812	7.07057108277	7.57103410083	8.27295471208	7.59213729737	5.83861354947	3.57500001902	0.0	5.72062054131
MCT.f.0340	8.99813028042	9.17924053877	7.75030722956	7.27823305923	7.23727546344	7.29836236334	8.71734737632	7.94392106862	6.69121731598	5.72062054131	0.0
