	sample1	sample2	sample3	sample6	sample7	sample8	sample9	sample12	sample13	sample14	sample15
sample1	0.0	7.52930699755	6.05418651335	7.05708209782	8.33467123695	7.71440144714	6.81230530534	5.55551506001	8.42473466333	7.90991910558	8.54454528758
sample2	7.52930699755	0.0	8.37377068454	8.38983382209	8.10559776439	8.18757696487	8.14069264069	7.7891107335	10.274316728	9.51753839768	8.70304695305
sample3	6.05418651335	8.37377068454	0.0	8.12385094334	8.74619085021	8.56527591541	7.0941813871	6.35836045215	7.27643064985	8.58236783014	8.42299964827
sample6	7.05708209782	8.38983382209	8.12385094334	0.0	5.92060363794	9.12127832755	7.89578736676	8.14317154055	9.19260838664	7.83241272647	8.9933888692
sample7	8.33467123695	8.10559776439	8.74619085021	5.92060363794	0.0	8.68268329181	8.52561015673	8.36392038568	9.12227254014	7.66570605187	9.49523387276
sample8	7.71440144714	8.18757696487	8.56527591541	9.12127832755	8.68268329181	0.0	8.06375651794	7.95684241228	10.7171314741	9.99169077116	8.35129810429
sample9	6.81230530534	8.14069264069	7.0941813871	7.89578736676	8.52561015673	8.06375651794	0.0	6.95832827609	8.83073808447	7.62783411414	7.39196914197
sample12	5.55551506001	7.7891107335	6.35836045215	8.14317154055	8.36392038568	7.95684241228	6.95832827609	0.0	8.34963533468	7.74411086929	8.23177056588
sample13	8.42473466333	10.274316728	7.27643064985	9.19260838664	9.12227254014	10.7171314741	8.83073808447	8.34963533468	0.0	8.98698776178	9.63252419223
sample14	7.90991910558	9.51753839768	8.58236783014	7.83241272647	7.66570605187	9.99169077116	7.62783411414	7.74411086929	8.98698776178	0.0	9.99586030408
sample15	8.54454528758	8.70304695305	8.42299964827	8.9933888692	9.49523387276	8.35129810429	7.39196914197	8.23177056588	9.63252419223	9.99586030408	0.0
