	sample1	sample2	sample3	sample4	sample6	sample7	sample8	sample11	sample13	sample14	sample16
sample1	0.0	0.657142857143	0.605633802817	0.65671641791	0.702702702703	0.633333333333	0.618181818182	0.72	0.688524590164	0.80303030303	0.821917808219
sample2	0.657142857143	0.0	0.634408602151	0.595238095238	0.506024096386	0.791208791209	0.731707317073	0.721649484536	0.758620689655	0.797752808989	0.8
sample3	0.605633802817	0.634408602151	0.0	0.705263157895	0.722772277228	0.789473684211	0.747126436782	0.683673469388	0.744444444444	0.795698924731	0.79797979798
sample4	0.65671641791	0.595238095238	0.705263157895	0.0	0.651685393258	0.641025641026	0.630136986301	0.695652173913	0.776470588235	0.507246376812	0.75
sample6	0.702702702703	0.506024096386	0.722772277228	0.651685393258	0.0	0.833333333333	0.738095238095	0.788461538462	0.705882352941	0.840425531915	0.778947368421
sample7	0.633333333333	0.791208791209	0.789473684211	0.641025641026	0.833333333333	0.0	0.626865671642	0.808510638298	0.883720930233	0.716216216216	0.827586206897
sample8	0.618181818182	0.731707317073	0.747126436782	0.630136986301	0.738095238095	0.626865671642	0.0	0.795454545455	0.831168831169	0.710144927536	0.814814814815
sample11	0.72	0.721649484536	0.683673469388	0.695652173913	0.788461538462	0.808510638298	0.795454545455	0.0	0.705882352941	0.702380952381	0.681818181818
sample13	0.688524590164	0.758620689655	0.744444444444	0.776470588235	0.705882352941	0.883720930233	0.831168831169	0.705882352941	0.0	0.792207792208	0.571428571429
sample14	0.80303030303	0.797752808989	0.795698924731	0.507246376812	0.840425531915	0.716216216216	0.710144927536	0.702380952381	0.792207792208	0.0	0.746835443038
sample16	0.821917808219	0.8	0.79797979798	0.75	0.778947368421	0.827586206897	0.814814814815	0.681818181818	0.571428571429	0.746835443038	0.0
