	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample14	sample15
sample1	0.0	9.36001868559	8.68521197826	8.30106414251	10.7123424332	6.92596307979	10.9896296584	9.71989419038	10.6747813035	10.8327168024	8.67203493247	9.76594523881	10.1521266645	9.27042656511
sample2	9.36001868559	0.0	6.73943458403	8.65954710651	9.54444828779	9.90010654864	9.99378212824	7.51978588949	8.2266458496	8.62648442576	8.71991736733	8.51631561716	7.73763736264	7.93005652965
sample3	8.68521197826	6.73943458403	0.0	9.32318677481	10.1661167852	7.71735554114	10.404753054	7.99325748846	8.09735960825	8.05109581851	8.19668933321	9.75576797806	7.57440800465	7.45062442645
sample4	8.30106414251	8.65954710651	9.32318677481	0.0	10.0310259047	6.63456015844	9.33078782619	9.14405703302	9.47982134391	10.2676860507	9.61715905779	9.50917881474	9.7854056902	9.4
sample5	10.7123424332	9.54444828779	10.1661167852	10.0310259047	0.0	10.4544473293	7.37010945186	9.92163651142	8.49458623868	8.38623337615	10.3298129926	8.00880475457	8.73204196933	10.2977185145
sample6	6.92596307979	9.90010654864	7.71735554114	6.63456015844	10.4544473293	0.0	9.98504061495	8.93531639881	9.4238900959	10.7762474524	8.28191372841	9.52155144643	9.52394964473	8.180530573
sample7	10.9896296584	9.99378212824	10.404753054	9.33078782619	7.37010945186	9.98504061495	0.0	10.4779019956	9.10487187729	10.2691240256	10.0558390296	9.20320855615	9.21342383107	10.300660676
sample8	9.71989419038	7.51978588949	7.99325748846	9.14405703302	9.92163651142	8.93531639881	10.4779019956	0.0	6.1086166678	7.41878028889	8.65469249771	9.21113971182	8.40513275948	8.3202828576
sample9	10.6747813035	8.2266458496	8.09735960825	9.47982134391	8.49458623868	9.4238900959	9.10487187729	6.1086166678	0.0	5.71118950451	8.22356808405	8.25902223781	6.16428471347	7.71510300418
sample10	10.8327168024	8.62648442576	8.05109581851	10.2676860507	8.38623337615	10.7762474524	10.2691240256	7.41878028889	5.71118950451	0.0	10.0466175354	6.52284573208	8.62176905373	9.77079585299
sample11	8.67203493247	8.71991736733	8.19668933321	9.61715905779	10.3298129926	8.28191372841	10.0558390296	8.65469249771	8.22356808405	10.0466175354	0.0	8.86426214586	5.75610648217	4.94905603836
sample12	9.76594523881	8.51631561716	9.75576797806	9.50917881474	8.00880475457	9.52155144643	9.20320855615	9.21113971182	8.25902223781	6.52284573208	8.86426214586	0.0	8.53738173591	9.84268534559
sample14	10.1521266645	7.73763736264	7.57440800465	9.7854056902	8.73204196933	9.52394964473	9.21342383107	8.40513275948	6.16428471347	8.62176905373	5.75610648217	8.53738173591	0.0	5.53773925605
sample15	9.27042656511	7.93005652965	7.45062442645	9.4	10.2977185145	8.180530573	10.300660676	8.3202828576	7.71510300418	9.77079585299	4.94905603836	9.84268534559	5.53773925605	0.0
