	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample9	sample10	sample12	sample13	sample14	sample15	sample16	sample17
sample1	0.0	7.73841076677	9.51103857836	8.13148918809	8.47913574138	8.28981454224	6.97930023046	7.71038567095	9.74168644202	9.79345288129	9.14003934823	9.40434108527	7.41772423715	8.61207323107	8.85990697674
sample2	7.73841076677	0.0	8.41361842646	9.26980511145	9.09340000944	9.87792247888	8.40978006832	7.23645177728	6.84821937644	8.40221195202	5.83311128319	7.35180487805	6.81644360639	6.46593385856	9.28193939394
sample3	9.51103857836	8.41361842646	0.0	9.31352826511	8.9031396458	9.79422360402	8.12254359623	8.61351446248	10.6784580499	9.19177293971	9.39117859725	10.0573411306	8.93710885401	9.011007424	8.30584015595
sample4	8.13148918809	9.26980511145	9.31352826511	0.0	6.00465845465	9.70202531646	8.83055476529	8.36402745995	9.25946294307	8.93313887127	9.52029227081	9.62357894737	7.41163434903	8.59879059351	9.9070877193
sample5	8.47913574138	9.09340000944	8.9031396458	6.00465845465	0.0	9.89730676003	7.37734330075	8.49237478525	9.50186712983	9.02917200718	9.53785941755	9.55965957447	8.31123946484	8.34042553191	9.62087943262
sample6	8.28981454224	9.87792247888	9.79422360402	9.70202531646	9.89730676003	0.0	6.45908313377	9.58475509081	11.0550762077	10.7047430227	10.5463219748	11.0843544304	9.35146744276	10.0219229733	9.30440506329
sample7	6.97930023046	8.40978006832	8.12254359623	8.83055476529	7.37734330075	6.45908313377	0.0	7.31767668289	9.4249310535	9.34943015304	9.01344902386	9.61772972973	6.97954630531	7.57642323174	7.62320720721
sample9	7.71038567095	7.23645177728	8.61351446248	8.36402745995	8.49237478525	9.58475509081	7.31767668289	0.0	8.83070097604	6.91734640425	7.52979614934	7.63120496894	7.52086165069	7.09303554909	8.65542028986
sample10	9.74168644202	6.84821937644	10.6784580499	9.25946294307	9.50186712983	11.0550762077	9.4249310535	8.83070097604	0.0	9.7479468896	7.68883970074	8.22448979592	9.091231839	8.57559704733	10.7252244898
sample12	9.79345288129	8.40221195202	9.19177293971	8.93313887127	9.02917200718	10.7047430227	9.34943015304	6.91734640425	9.7479468896	0.0	7.53302145676	8.20679518072	8.9742348897	7.43565752371	10.5266024096
sample13	9.14003934823	5.83311128319	9.39117859725	9.52029227081	9.53785941755	10.5463219748	9.01344902386	7.52979614934	7.68883970074	7.53302145676	0.0	6.63314533623	8.39164528515	7.28944477777	9.67957194505
sample14	9.40434108527	7.35180487805	10.0573411306	9.62357894737	9.55965957447	11.0843544304	9.61772972973	7.63120496894	8.22448979592	8.20679518072	6.63314533623	0.0	6.99426038781	6.99540425532	10.2666666667
sample15	7.41772423715	6.81644360639	8.93710885401	7.41163434903	8.31123946484	9.35146744276	6.97954630531	7.52086165069	9.091231839	8.9742348897	8.39164528515	6.99426038781	0.0	4.29549124772	6.69054108957
sample16	8.61207323107	6.46593385856	9.011007424	8.59879059351	8.34042553191	10.0219229733	7.57642323174	7.09303554909	8.57559704733	7.43565752371	7.28944477777	6.99540425532	4.29549124772	0.0	7.09764539007
sample17	8.85990697674	9.28193939394	8.30584015595	9.9070877193	9.62087943262	9.30440506329	7.62320720721	8.65542028986	10.7252244898	10.5266024096	9.67957194505	10.2666666667	6.69054108957	7.09764539007	0.0
