	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample10	sample11	sample12	sample13	sample14	sample15
sample2	0.0	10.2124819625	10.2521872266	8.55975056689	7.4386864085	9.47396061269	8.67747532633	10.1497647485	8.99215991693	8.57381829343	7.59756468798	10.5312661499	6.75829986613
sample3	10.2124819625	0.0	5.49633568531	8.90612244898	10.5801999823	10.6649379067	11.1072265843	8.00008460595	10.9499332443	10.9715146732	8.79232639507	8.31059767106	10.0903614458
sample4	10.2521872266	5.49633568531	0.0	8.24277679576	9.7592237189	9.93797274247	9.57427671111	7.17841784435	8.51477911056	8.87259465495	8.58965232086	8.03336792203	9.66024728837
sample5	8.55975056689	8.90612244898	8.24277679576	0.0	8.03811073404	7.15985352566	9.10828606514	8.94845443063	8.84278085066	9.77629947006	6.89861149939	8.29766387175	7.8214080813
sample6	7.4386864085	10.5801999823	9.7592237189	8.03811073404	0.0	6.63331721687	6.21763450405	10.2902658544	8.85153173099	6.88636907084	6.67380201995	7.09058054187	5.22099331266
sample7	9.47396061269	10.6649379067	9.93797274247	7.15985352566	6.63331721687	0.0	6.70539772905	10.1176772465	8.25270455429	10.1996566607	9.14568241693	7.86654905885	6.93243872646
sample8	8.67747532633	11.1072265843	9.57427671111	9.10828606514	6.21763450405	6.70539772905	0.0	9.8284722287	7.0689151916	8.69712992132	9.53561600223	6.97812132116	8.50402181793
sample10	10.1497647485	8.00008460595	7.17841784435	8.94845443063	10.2902658544	10.1176772465	9.8284722287	0.0	9.59995738074	7.23218816924	9.5336813767	9.69365957124	9.9898486454
sample11	8.99215991693	10.9499332443	8.51477911056	8.84278085066	8.85153173099	8.25270455429	7.0689151916	9.59995738074	0.0	8.91493261734	9.64517987454	8.58657538216	8.10725143565
sample12	8.57381829343	10.9715146732	8.87259465495	9.77629947006	6.88636907084	10.1996566607	8.69712992132	7.23218816924	8.91493261734	0.0	8.03884221768	9.0371179351	7.57547316337
sample13	7.59756468798	8.79232639507	8.58965232086	6.89861149939	6.67380201995	9.14568241693	9.53561600223	9.5336813767	9.64517987454	8.03884221768	0.0	8.59587271247	7.01001265335
sample14	10.5312661499	8.31059767106	8.03336792203	8.29766387175	7.09058054187	7.86654905885	6.97812132116	9.69365957124	8.58657538216	9.0371179351	8.59587271247	0.0	10.3518259083
sample15	6.75829986613	10.0903614458	9.66024728837	7.8214080813	5.22099331266	6.93243872646	8.50402181793	9.9898486454	8.10725143565	7.57547316337	7.01001265335	10.3518259083	0.0
