	MCT.f.0446	MCT.f.0447	MCT.f.0450	MCT.f.0451	MCT.f.0453	MCT.f.0454	MCT.f.0455	MCT.f.0456	MCT.f.0457	MCT.f.0458	MCT.f.0459
MCT.f.0446	0.0	2.3540123415	6.42375409327	6.39403322393	4.90260151879	5.58620098958	6.05533703069	6.47524354028	6.94368411062	6.92038515601	7.10248744372
MCT.f.0447	2.3540123415	0.0	5.33954727334	6.579996613	5.06662923289	5.56912962814	5.94886337602	6.32608325045	6.67700000639	6.82270233607	7.16188838774
MCT.f.0450	6.42375409327	5.33954727334	0.0	2.36046513375	6.17296908225	6.36375352966	6.76712989629	6.70350501635	7.28153812586	8.06222019549	7.78130736922
MCT.f.0451	6.39403322393	6.579996613	2.36046513375	0.0	4.45032911341	5.09946936678	6.35907670147	6.66851822585	7.22160846729	7.89526513658	7.60159806969
MCT.f.0453	4.90260151879	5.06662923289	6.17296908225	4.45032911341	0.0	2.37960953221	4.14822344129	5.04821166231	6.27068119652	7.21878952577	7.39501212434
MCT.f.0454	5.58620098958	5.56912962814	6.36375352966	5.09946936678	2.37960953221	0.0	2.21201956554	3.36130972061	4.69123557682	7.47560776064	7.70217510227
MCT.f.0455	6.05533703069	5.94886337602	6.76712989629	6.35907670147	4.14822344129	2.21201956554	0.0	1.54398916853	3.28382412083	6.0450816229	7.75931009817
MCT.f.0456	6.47524354028	6.32608325045	6.70350501635	6.66851822585	5.04821166231	3.36130972061	1.54398916853	0.0	1.87578278134	4.86332025021	6.54482864774
MCT.f.0457	6.94368411062	6.67700000639	7.28153812586	7.22160846729	6.27068119652	4.69123557682	3.28382412083	1.87578278134	0.0	3.36998459364	5.25913386276
MCT.f.0458	6.92038515601	6.82270233607	8.06222019549	7.89526513658	7.21878952577	7.47560776064	6.0450816229	4.86332025021	3.36998459364	0.0	2.83837792052
MCT.f.0459	7.10248744372	7.16188838774	7.78130736922	7.60159806969	7.39501212434	7.70217510227	7.75931009817	6.54482864774	5.25913386276	2.83837792052	0.0
