	MCT.f.0329	MCT.f.0330	MCT.f.0331	MCT.f.0334	MCT.f.0335	MCT.f.0336	MCT.f.0337	MCT.f.0338	MCT.f.0340
MCT.f.0329	0.0	2.03911638518	3.73512417717	5.94800548171	6.2969317198	5.81932029949	5.97306677773	6.36232500926	6.99440426342
MCT.f.0330	2.03911638518	0.0	1.87404962203	4.80985306828	6.58549267336	6.17696690924	6.23752563485	6.30986815505	6.91239041152
MCT.f.0331	3.73512417717	1.87404962203	0.0	3.9418866162	6.11126889606	6.44346976588	6.87852151091	6.54849798367	6.56148953741
MCT.f.0334	5.94800548171	4.80985306828	3.9418866162	0.0	2.63750471051	4.00632553626	5.9673558662	6.71610120339	6.64364377768
MCT.f.0335	6.2969317198	6.58549267336	6.11126889606	2.63750471051	0.0	1.74900581828	3.88955993472	5.15121332349	6.66100044711
MCT.f.0336	5.81932029949	6.17696690924	6.44346976588	4.00632553626	1.74900581828	0.0	2.36909345708	3.97050142451	5.79226054886
MCT.f.0337	5.97306677773	6.23752563485	6.87852151091	5.9673558662	3.88955993472	2.36909345708	0.0	2.14246811437	5.16140606938
MCT.f.0338	6.36232500926	6.30986815505	6.54849798367	6.71610120339	5.15121332349	3.97050142451	2.14246811437	0.0	3.41969633835
MCT.f.0340	6.99440426342	6.91239041152	6.56148953741	6.64364377768	6.66100044711	5.79226054886	5.16140606938	3.41969633835	0.0
