	MCT.f.0209	MCT.f.0211	MCT.f.0213	MCT.f.0214	MCT.f.0215	MCT.f.0216	MCT.f.0218	MCT.f.0219	MCT.f.0220	MCT.f.0221
MCT.f.0209	0.0	6.06911003107	6.59107588293	6.6256856901	7.56717265557	7.29689995254	8.21262732152	7.61706422535	7.14188558717	6.96444911541
MCT.f.0211	6.06911003107	0.0	5.45232196375	7.70533081285	7.51158441558	8.10295125165	7.51578113288	8.15799926981	7.54712996011	7.66148690293
MCT.f.0213	6.59107588293	5.45232196375	0.0	2.92554299603	6.5055321821	8.11413844954	7.3919839205	7.72164324488	7.07743427803	7.5745150733
MCT.f.0214	6.6256856901	7.70533081285	2.92554299603	0.0	4.73225168782	7.08695652174	8.55300687343	8.64539443217	8.03159475589	7.75370862837
MCT.f.0215	7.56717265557	7.51158441558	6.5055321821	4.73225168782	0.0	3.90605985319	7.83879656739	8.03828800918	7.76840910591	7.2879346247
MCT.f.0216	7.29689995254	8.10295125165	8.11413844954	7.08695652174	3.90605985319	0.0	5.86361075806	7.60166357128	7.30570186248	6.97445345124
MCT.f.0218	8.21262732152	7.51578113288	7.3919839205	8.55300687343	7.83879656739	5.86361075806	0.0	3.36306356167	5.60802683227	7.07270268112
MCT.f.0219	7.61706422535	8.15799926981	7.72164324488	8.64539443217	8.03828800918	7.60166357128	3.36306356167	0.0	3.33113052673	4.70963515077
MCT.f.0220	7.14188558717	7.54712996011	7.07743427803	8.03159475589	7.76840910591	7.30570186248	5.60802683227	3.33113052673	0.0	2.80120464242
MCT.f.0221	6.96444911541	7.66148690293	7.5745150733	7.75370862837	7.2879346247	6.97445345124	7.07270268112	4.70963515077	2.80120464242	0.0
