	MCT.f.0141	MCT.f.0142	MCT.f.0143	MCT.f.0144	MCT.f.0145	MCT.f.0146	MCT.f.0147	MCT.f.0148	MCT.f.0149	MCT.f.0150	MCT.f.0151	MCT.f.0152	MCT.f.0153
MCT.f.0141	0.0	2.3545456621	4.7613778406	4.97649551224	5.96838516984	5.89306259227	6.06521494206	6.46701306992	6.23577039001	6.96585155998	6.2341462804	6.06188031294	5.96179023701
MCT.f.0142	2.3545456621	0.0	2.64590397553	3.38311223974	4.41976033236	5.93263813659	6.24164330656	6.67260850569	6.37180272583	6.63889696646	5.92441658398	6.06126826736	5.89733726308
MCT.f.0143	4.7613778406	2.64590397553	0.0	2.22026277882	3.03598251056	5.28843262746	6.28140960163	6.57073636233	6.32668102665	6.37073402155	6.12356591594	6.17349217035	5.83210163802
MCT.f.0144	4.97649551224	3.38311223974	2.22026277882	0.0	1.90230040595	4.04427114772	4.93415791154	6.15040203319	6.32033979648	6.66673892211	6.39297803095	5.65111475001	5.49254435652
MCT.f.0145	5.96838516984	4.41976033236	3.03598251056	1.90230040595	0.0	2.92621726987	4.12622905934	5.46513107429	6.00761342105	6.5738360192	6.56404004868	6.18723960162	5.80339955521
MCT.f.0146	5.89306259227	5.93263813659	5.28843262746	4.04427114772	2.92621726987	0.0	1.96717111267	3.50706042266	4.23008486982	5.89460629285	5.68835697823	5.33281003625	5.22579371692
MCT.f.0147	6.06521494206	6.24164330656	6.28140960163	4.93415791154	4.12622905934	1.96717111267	0.0	2.33776942084	3.50387311555	5.07788316745	5.68043973008	5.20451150556	4.82414808798
MCT.f.0148	6.46701306992	6.67260850569	6.57073636233	6.15040203319	5.46513107429	3.50706042266	2.33776942084	0.0	2.18130011319	3.70795012803	4.71720847417	4.79739363209	5.23112087658
MCT.f.0149	6.23577039001	6.37180272583	6.32668102665	6.32033979648	6.00761342105	4.23008486982	3.50387311555	2.18130011319	0.0	2.37443242826	3.11355068006	3.71690333472	4.79034431305
MCT.f.0150	6.96585155998	6.63889696646	6.37073402155	6.66673892211	6.5738360192	5.89460629285	5.07788316745	3.70795012803	2.37443242826	0.0	2.26399188557	3.10196342227	4.20082809551
MCT.f.0151	6.2341462804	5.92441658398	6.12356591594	6.39297803095	6.56404004868	5.68835697823	5.68043973008	4.71720847417	3.11355068006	2.26399188557	0.0	1.81086150579	3.12476980852
MCT.f.0152	6.06188031294	6.06126826736	6.17349217035	5.65111475001	6.18723960162	5.33281003625	5.20451150556	4.79739363209	3.71690333472	3.10196342227	1.81086150579	0.0	2.02420677884
MCT.f.0153	5.96179023701	5.89733726308	5.83210163802	5.49254435652	5.80339955521	5.22579371692	4.82414808798	5.23112087658	4.79034431305	4.20082809551	3.12476980852	2.02420677884	0.0
