	sample1	sample2	sample4	sample5	sample6	sample7	sample8	sample10	sample11	sample12	sample13	sample15	sample16
sample1	0.0	0.540540540541	0.905882352941	0.907894736842	0.914285714286	0.957264957265	0.980392156863	0.976744186047	0.918367346939	0.913978494624	0.963414634146	0.969230769231	0.97619047619
sample2	0.540540540541	0.0	0.908045977011	0.9375	0.901408450704	0.912280701754	0.970873786408	0.965517241379	0.897959183673	0.948979591837	0.898734177215	0.977443609023	0.964705882353
sample4	0.905882352941	0.908045977011	0.0	0.45	0.841584158416	0.765151515152	0.760683760684	0.759615384615	0.73275862069	0.720720720721	0.727272727273	0.825503355705	0.932773109244
sample5	0.907894736842	0.9375	0.45	0.0	0.797752808989	0.776	0.805309734513	0.773195876289	0.743119266055	0.730769230769	0.752688172043	0.75	0.936363636364
sample6	0.914285714286	0.901408450704	0.841584158416	0.797752808989	0.0	0.730434782609	0.780952380952	0.755555555556	0.869565217391	0.873873873874	0.852631578947	0.887323943662	0.888888888889
sample7	0.957264957265	0.912280701754	0.765151515152	0.776	0.730434782609	0.0	0.596774193548	0.537037037037	0.569105691057	0.653543307087	0.564814814815	0.748466257669	0.809160305344
sample8	0.980392156863	0.970873786408	0.760683760684	0.805309734513	0.780952380952	0.596774193548	0.0	0.227848101266	0.563636363636	0.556603773585	0.557894736842	0.830188679245	0.93023255814
sample10	0.976744186047	0.965517241379	0.759615384615	0.773195876289	0.755555555556	0.537037037037	0.227848101266	0.0	0.47311827957	0.460674157303	0.448717948718	0.811188811189	0.920353982301
sample11	0.918367346939	0.897959183673	0.73275862069	0.743119266055	0.869565217391	0.569105691057	0.563636363636	0.47311827957	0.0	0.197674418605	0.472527472527	0.846625766871	0.923076923077
sample12	0.913978494624	0.948979591837	0.720720720721	0.730769230769	0.873873873874	0.653543307087	0.556603773585	0.460674157303	0.197674418605	0.0	0.54347826087	0.803921568627	0.893442622951
sample13	0.963414634146	0.898734177215	0.727272727273	0.752688172043	0.852631578947	0.564814814815	0.557894736842	0.448717948718	0.472527472527	0.54347826087	0.0	0.863945578231	0.918181818182
sample15	0.969230769231	0.977443609023	0.825503355705	0.75	0.887323943662	0.748466257669	0.830188679245	0.811188811189	0.846625766871	0.803921568627	0.863945578231	0.0	0.8
sample16	0.97619047619	0.964705882353	0.932773109244	0.936363636364	0.888888888889	0.809160305344	0.93023255814	0.920353982301	0.923076923077	0.893442622951	0.918181818182	0.8	0.0
