	sample1	sample2	sample4	sample5	sample6	sample7	sample8	sample10	sample11	sample12	sample13	sample15	sample16
sample1	0.0	3.82521154803	8.32974910394	8.34680922152	10.2222222222	9.91304347826	11.3378378378	11.0598290598	9.57257945307	9.64667106131	11.2256637168	11.2822299652	10.8571428571
sample2	3.82521154803	0.0	8.32974910394	8.49315068493	10.0344671202	9.70947809954	11.1500827358	10.8720739578	10.303030303	10.1698841699	11.203539823	11.2408163265	10.7224489796
sample4	8.32974910394	8.32974910394	0.0	4.26487946187	9.04585341738	9.27690651253	9.71138477187	9.91838985387	7.78696643858	8.07197520101	9.47549719288	9.25473297824	10.4486431132
sample5	8.34680922152	8.49315068493	4.26487946187	0.0	9.17247677531	8.89214359196	10.2190392447	10.2067673575	8.21552511416	8.34824139208	10.1571463208	8.51927720029	10.5669555493
sample6	10.2222222222	10.0344671202	9.04585341738	9.17247677531	0.0	6.72156346069	7.93777829554	8.32557225661	9.38850574713	9.59210935073	10.4981181975	9.09615507645	10.1092657753
sample7	9.91304347826	9.70947809954	9.27690651253	8.89214359196	6.72156346069	0.0	7.96920734964	8.13383556862	8.77285902503	9.38019442367	9.63171149743	7.82729692668	8.92861176091
sample8	11.3378378378	11.1500827358	9.71138477187	10.2190392447	7.93777829554	7.96920734964	0.0	2.98205898206	5.23069205569	5.45135135135	9.15552499402	8.96032442461	10.3752344181
sample10	11.0598290598	10.8720739578	9.91838985387	10.2067673575	8.32557225661	8.13383556862	2.98205898206	0.0	5.22864542865	5.66591206591	9.29704006253	9.48072033786	10.4639920926
sample11	9.57257945307	10.303030303	7.78696643858	8.21552511416	9.38850574713	8.77285902503	5.23069205569	5.22864542865	0.0	1.83095823096	8.74432823813	9.26975881262	10.5875077304
sample12	9.64667106131	10.1698841699	8.07197520101	8.34824139208	9.59210935073	9.38019442367	5.45135135135	5.66591206591	1.83095823096	0.0	8.97235111217	8.69017700446	9.85438499724
sample13	11.2256637168	11.203539823	9.47549719288	10.1571463208	10.4981181975	9.63171149743	9.15552499402	9.29704006253	8.74432823813	8.97235111217	0.0	10.5288226312	11.0480585154
sample15	11.2822299652	11.2408163265	9.25473297824	8.51927720029	9.09615507645	7.82729692668	8.96032442461	9.48072033786	9.26975881262	8.69017700446	10.5288226312	0.0	8.56846011132
sample16	10.8571428571	10.7224489796	10.4486431132	10.5669555493	10.1092657753	8.92861176091	10.3752344181	10.4639920926	10.5875077304	9.85438499724	11.0480585154	8.56846011132	0.0
