	MCT.f.0260	MCT.f.0261	MCT.f.0263	MCT.f.0264	MCT.f.0265	MCT.f.0266	MCT.f.0267	MCT.f.0269	MCT.f.0270	MCT.f.0271	MCT.f.0272
MCT.f.0260	0.0	1.04116249818	2.59999132707	3.76106165587	4.51906732579	4.69575033229	4.98269637744	4.65588991642	5.40767415346	5.06189125997	5.36200074863
MCT.f.0261	1.04116249818	0.0	1.91051852781	3.0273991269	3.76627077936	3.97443179204	4.24413312786	4.07996432897	4.79473761819	4.47761717706	5.08819211425
MCT.f.0263	2.59999132707	1.91051852781	0.0	1.52887545931	2.3234056356	2.62325131943	3.2697732215	3.75090912831	4.23928634517	4.15289501641	4.7702455669
MCT.f.0264	3.76106165587	3.0273991269	1.52887545931	0.0	1.91352825329	2.47819959662	3.01923324052	4.0337034516	4.07710103468	4.3456295151	4.59053792971
MCT.f.0265	4.51906732579	3.76627077936	2.3234056356	1.91352825329	0.0	1.14962732297	1.7968881413	3.18783510731	4.09383099374	4.04709565183	4.50017914245
MCT.f.0266	4.69575033229	3.97443179204	2.62325131943	2.47819959662	1.14962732297	0.0	0.939184400753	2.52060492228	3.36279641978	3.69849938418	4.23001749521
MCT.f.0267	4.98269637744	4.24413312786	3.2697732215	3.01923324052	1.7968881413	0.939184400753	0.0	2.16985514092	2.96425848402	3.31313910794	4.10143308808
MCT.f.0269	4.65588991642	4.07996432897	3.75090912831	4.0337034516	3.18783510731	2.52060492228	2.16985514092	0.0	1.38945228339	1.73674581244	2.42609254499
MCT.f.0270	5.40767415346	4.79473761819	4.23928634517	4.07710103468	4.09383099374	3.36279641978	2.96425848402	1.38945228339	0.0	1.42794756474	2.04793749256
MCT.f.0271	5.06189125997	4.47761717706	4.15289501641	4.3456295151	4.04709565183	3.69849938418	3.31313910794	1.73674581244	1.42794756474	0.0	1.47676603216
MCT.f.0272	5.36200074863	5.08819211425	4.7702455669	4.59053792971	4.50017914245	4.23001749521	4.10143308808	2.42609254499	2.04793749256	1.47676603216	0.0
