	MCT.f.0445	MCT.f.0446	MCT.f.0447	MCT.f.0450	MCT.f.0451	MCT.f.0453	MCT.f.0454	MCT.f.0455	MCT.f.0456	MCT.f.0457	MCT.f.0458	MCT.f.0459
MCT.f.0445	0.0	3.12530973451	4.91023567617	6.78693455885	6.66888226241	5.47423640629	5.99070055163	7.28078491728	7.77393682795	7.95617374457	7.70074201136	7.35931644797
MCT.f.0446	3.12530973451	0.0	2.67843916935	7.45866766188	6.93934782609	4.97355015406	5.94977218496	7.45275362319	7.62727287998	6.64022125032	6.72492881313	6.5635982009
MCT.f.0447	4.91023567617	2.67843916935	0.0	7.61065802477	7.82068460278	5.37800401069	5.73733277114	7.28622634167	7.34524060887	6.70498336551	6.74447188538	6.58097359782
MCT.f.0450	6.78693455885	7.45866766188	7.61065802477	0.0	4.11120078373	7.08838160251	6.95297515887	6.99241898364	7.51014041769	8.81600299667	8.30801837742	7.59542400474
MCT.f.0451	6.66888226241	6.93934782609	7.82068460278	4.11120078373	0.0	4.96667807828	6.47380566649	7.03137681159	7.68547551723	8.52195352028	8.10969322607	8.03871814093
MCT.f.0453	5.47423640629	4.97355015406	5.37800401069	7.08838160251	4.96667807828	0.0	2.95550567011	5.27713796645	6.69031575496	6.91653077389	7.22518991293	6.93776269346
MCT.f.0454	5.99070055163	5.94977218496	5.73733277114	6.95297515887	6.47380566649	2.95550567011	0.0	2.77923894205	4.5167754552	7.3592922653	7.92426266806	7.57415326999
MCT.f.0455	7.28078491728	7.45275362319	7.28622634167	6.99241898364	7.03137681159	5.27713796645	2.77923894205	0.0	2.45737973254	6.09536917932	8.38688373875	7.96165917041
MCT.f.0456	7.77393682795	7.62727287998	7.34524060887	7.51014041769	7.68547551723	6.69031575496	4.5167754552	2.45737973254	0.0	4.17073844477	6.72156018431	7.04598352466
MCT.f.0457	7.95617374457	6.64022125032	6.70498336551	8.81600299667	8.52195352028	6.91653077389	7.3592922653	6.09536917932	4.17073844477	0.0	3.17411307771	4.70906957764
MCT.f.0458	7.70074201136	6.72492881313	6.74447188538	8.30801837742	8.10969322607	7.22518991293	7.92426266806	8.38688373875	6.72156018431	3.17411307771	0.0	2.51720897261
MCT.f.0459	7.35931644797	6.5635982009	6.58097359782	7.59542400474	8.03871814093	6.93776269346	7.57415326999	7.96165917041	7.04598352466	4.70906957764	2.51720897261	0.0
