	MCT.f.0445	MCT.f.0446	MCT.f.0447	MCT.f.0450	MCT.f.0451	MCT.f.0453	MCT.f.0454	MCT.f.0455	MCT.f.0456	MCT.f.0457	MCT.f.0458	MCT.f.0459
MCT.f.0445	0.0	0.334821428571	0.59925093633	0.686411149826	0.675182481752	0.679841897233	0.699275362319	0.730375426621	0.794425087108	0.77358490566	0.757692307692	0.771428571429
MCT.f.0446	0.334821428571	0.0	0.402489626556	0.693602693603	0.678445229682	0.662790697674	0.6925795053	0.744262295082	0.785714285714	0.746268656716	0.705426356589	0.713768115942
MCT.f.0447	0.59925093633	0.402489626556	0.0	0.711920529801	0.724489795918	0.626984126984	0.630996309963	0.689419795222	0.77397260274	0.765567765568	0.731060606061	0.746478873239
MCT.f.0450	0.686411149826	0.693602693603	0.711920529801	0.0	0.334801762115	0.721611721612	0.701388888889	0.69696969697	0.733333333333	0.763636363636	0.694980694981	0.67037037037
MCT.f.0451	0.675182481752	0.678445229682	0.724489795918	0.334801762115	0.0	0.568376068376	0.599221789883	0.691228070175	0.738181818182	0.75572519084	0.682926829268	0.693181818182
MCT.f.0453	0.679841897233	0.662790697674	0.626984126984	0.721611721612	0.568376068376	0.0	0.210810810811	0.436363636364	0.696721311475	0.730769230769	0.75	0.746031746032
MCT.f.0454	0.699275362319	0.6925795053	0.630996309963	0.701388888889	0.599221789883	0.210810810811	0.0	0.267605633803	0.552742616034	0.732283464567	0.764478764479	0.746323529412
MCT.f.0455	0.730375426621	0.744262295082	0.689419795222	0.69696969697	0.691228070175	0.436363636364	0.267605633803	0.0	0.351851851852	0.562231759657	0.738636363636	0.72202166065
MCT.f.0456	0.794425087108	0.785714285714	0.77397260274	0.733333333333	0.738181818182	0.696721311475	0.552742616034	0.351851851852	0.0	0.39896373057	0.659388646288	0.776119402985
MCT.f.0457	0.77358490566	0.746268656716	0.765567765568	0.763636363636	0.75572519084	0.730769230769	0.732283464567	0.562231759657	0.39896373057	0.0	0.419889502762	0.617117117117
MCT.f.0458	0.757692307692	0.705426356589	0.731060606061	0.694980694981	0.682926829268	0.75	0.764478764479	0.738636363636	0.659388646288	0.419889502762	0.0	0.360215053763
MCT.f.0459	0.771428571429	0.713768115942	0.746478873239	0.67037037037	0.693181818182	0.746031746032	0.746323529412	0.72202166065	0.776119402985	0.617117117117	0.360215053763	0.0
