	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample9	sample11	sample12	sample13	sample14
sample1	0.0	8.52335279399	8.2508797654	8.61400199435	9.2734006734	9.91773009599	9.70426814565	8.98381231672	10.3373889269	7.48636363636	10.7539978094	9.85593952484
sample2	8.52335279399	0.0	8.72650105322	9.0646830921	8.97549439348	9.63234372329	10.7226583603	10.2689789879	10.9746706215	10.2120576671	10.3057367083	11.0189153308
sample3	8.2508797654	8.72650105322	0.0	8.49350433102	8.90539039989	8.64796633941	9.06261356258	6.62861480076	10.3929177783	9.73856058552	9.69526988409	8.38725251126
sample4	8.61400199435	9.0646830921	8.49350433102	0.0	8.03878935608	9.25768638272	10.0000242461	10.0928041517	9.88683317068	9.48435622878	9.71124865091	10.3130130577
sample5	9.2734006734	8.97549439348	8.90539039989	8.03878935608	0.0	10.3734253508	9.40934079969	8.08783751493	10.3577053745	10.3586772487	9.36842481035	8.83568354532
sample6	9.91773009599	9.63234372329	8.64796633941	9.25768638272	10.3734253508	0.0	8.87469452087	10.3604033928	8.79263375831	8.39368530021	10.2036768191	10.3171592235
sample7	9.70426814565	10.7226583603	9.06261356258	10.0000242461	9.40934079969	8.87469452087	0.0	9.33202361598	8.91829042101	9.70905646078	9.82980409702	7.70069492584
sample9	8.98381231672	10.2689789879	6.62861480076	10.0928041517	8.08783751493	10.3604033928	9.33202361598	0.0	9.54543778802	9.80714285714	10.0689312087	8.6568215704
sample11	10.3373889269	10.9746706215	10.3929177783	9.88683317068	10.3577053745	8.79263375831	8.91829042101	9.54543778802	0.0	9.51240601504	9.41922275568	10.205004953
sample12	7.48636363636	10.2120576671	9.73856058552	9.48435622878	10.3586772487	8.39368530021	9.70905646078	9.80714285714	9.51240601504	0.0	10.6273666093	10.1887226165
sample13	10.7539978094	10.3057367083	9.69526988409	9.71124865091	9.36842481035	10.2036768191	9.82980409702	10.0689312087	9.41922275568	10.6273666093	0.0	9.40181633662
sample14	9.85593952484	11.0189153308	8.38725251126	10.3130130577	8.83568354532	10.3171592235	7.70069492584	8.6568215704	10.205004953	10.1887226165	9.40181633662	0.0
