	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample9	sample11	sample12	sample13	sample14
sample1	0.0	0.804347826087	0.891156462585	0.835616438356	0.886666666667	0.829268292683	0.87417218543	0.838028169014	0.86	0.76404494382	0.893442622951	0.92700729927
sample2	0.804347826087	0.0	0.700636942675	0.780346820809	0.769230769231	0.732876712329	0.821229050279	0.766467065868	0.900709219858	0.873134328358	0.751773049645	0.925714285714
sample3	0.891156462585	0.700636942675	0.0	0.798850574713	0.77380952381	0.763513513514	0.78488372093	0.80701754386	0.914893617021	0.928057553957	0.739130434783	0.872727272727
sample4	0.835616438356	0.780346820809	0.798850574713	0.0	0.82967032967	0.834355828221	0.838709677419	0.821229050279	0.848920863309	0.827067669173	0.847133757962	0.921787709497
sample5	0.886666666667	0.769230769231	0.77380952381	0.82967032967	0.0	0.880239520958	0.796610169492	0.708074534161	0.902097902098	0.914893617021	0.737588652482	0.827160493827
sample6	0.829268292683	0.732876712329	0.763513513514	0.834355828221	0.880239520958	0.0	0.848484848485	0.84375	0.770642201835	0.785046728972	0.807692307692	0.908496732026
sample7	0.87417218543	0.821229050279	0.78488372093	0.838709677419	0.796610169492	0.848484848485	0.0	0.744047619048	0.823529411765	0.885714285714	0.839743589744	0.713333333333
sample9	0.838028169014	0.766467065868	0.80701754386	0.821229050279	0.708074534161	0.84375	0.744047619048	0.0	0.825757575758	0.856060606061	0.818791946309	0.880952380952
sample11	0.86	0.900709219858	0.914893617021	0.848920863309	0.902097902098	0.770642201835	0.823529411765	0.825757575758	0.0	0.75	0.820754716981	0.886178861789
sample12	0.76404494382	0.873134328358	0.928057553957	0.827067669173	0.914893617021	0.785046728972	0.885714285714	0.856060606061	0.75	0.0	0.869158878505	0.936
sample13	0.893442622951	0.751773049645	0.739130434783	0.847133757962	0.737588652482	0.807692307692	0.839743589744	0.818791946309	0.820754716981	0.869158878505	0.0	0.846715328467
sample14	0.92700729927	0.925714285714	0.872727272727	0.921787709497	0.827160493827	0.908496732026	0.713333333333	0.880952380952	0.886178861789	0.936	0.846715328467	0.0
