	MCT.f.0039	MCT.f.0042	MCT.f.0043	MCT.f.0044	MCT.f.0045	MCT.f.0048	MCT.f.0049	MCT.f.0050
MCT.f.0039	0.0	3.80551364011	5.07047061692	5.78785621314	5.54773312361	5.10827847215	5.6442113542	5.689442077
MCT.f.0042	3.80551364011	0.0	1.68865055306	2.72423923191	3.58797714275	5.35199062983	5.41457444423	5.26331314866
MCT.f.0043	5.07047061692	1.68865055306	0.0	1.50936332945	2.51387690443	5.44345307163	5.21695305092	5.02207132026
MCT.f.0044	5.78785621314	2.72423923191	1.50936332945	0.0	1.26042853981	4.51448503397	5.22834760049	5.30651737169
MCT.f.0045	5.54773312361	3.58797714275	2.51387690443	1.26042853981	0.0	3.79901360314	4.49128050374	5.19136012185
MCT.f.0048	5.10827847215	5.35199062983	5.44345307163	4.51448503397	3.79901360314	0.0	2.03750754038	3.08186239638
MCT.f.0049	5.6442113542	5.41457444423	5.21695305092	5.22834760049	4.49128050374	2.03750754038	0.0	1.47661757851
MCT.f.0050	5.689442077	5.26331314866	5.02207132026	5.30651737169	5.19136012185	3.08186239638	1.47661757851	0.0
