	MCT.f.0039	MCT.f.0042	MCT.f.0043	MCT.f.0044	MCT.f.0045	MCT.f.0048	MCT.f.0049	MCT.f.0050
MCT.f.0039	0.0	0.533505154639	0.622327790974	0.685779816514	0.693333333333	0.715311004785	0.723897911833	0.691037735849
MCT.f.0042	0.533505154639	0.0	0.229559748428	0.364705882353	0.485411140584	0.709677419355	0.724880382775	0.694174757282
MCT.f.0043	0.622327790974	0.229559748428	0.0	0.170967741935	0.322766570605	0.662468513854	0.676399026764	0.630922693267
MCT.f.0044	0.685779816514	0.364705882353	0.170967741935	0.0	0.191823899371	0.587601078167	0.674074074074	0.631313131313
MCT.f.0045	0.693333333333	0.485411140584	0.322766570605	0.191823899371	0.0	0.45558739255	0.566233766234	0.63144963145
MCT.f.0048	0.715311004785	0.709677419355	0.662468513854	0.587601078167	0.45558739255	0.0	0.272413793103	0.433436532508
MCT.f.0049	0.723897911833	0.724880382775	0.676399026764	0.674074074074	0.566233766234	0.272413793103	0.0	0.252525252525
MCT.f.0050	0.691037735849	0.694174757282	0.630922693267	0.631313131313	0.63144963145	0.433436532508	0.252525252525	0.0
