	MCT.f.0462	MCT.f.0463	MCT.f.0464	MCT.f.0467	MCT.f.0468	MCT.f.0470	MCT.f.0472	MCT.f.0473	MCT.f.0475
MCT.f.0462	0.0	31.0253183736	10.8220301984	12.2325865663	11.9368661623	12.4312978502	12.5374028956	11.2910512483	15.2008296759
MCT.f.0463	31.0253183736	0.0	31.6308112223	29.2221603462	33.2096902523	31.7204208373	31.0806550781	33.7327246919	29.6144421355
MCT.f.0464	10.8220301984	31.6308112223	0.0	9.48839906697	8.91590447022	11.2633376291	10.0991524339	10.6927089588	15.5253076979
MCT.f.0467	12.2325865663	29.2221603462	9.48839906697	0.0	9.07525787651	10.9604359299	12.533035368	12.7922700619	15.6873389994
MCT.f.0468	11.9368661623	33.2096902523	8.91590447022	9.07525787651	0.0	9.09121547079	11.7571880399	10.9612265436	17.3070414682
MCT.f.0470	12.4312978502	31.7204208373	11.2633376291	10.9604359299	9.09121547079	0.0	11.2803049889	11.0454497846	15.8776440896
MCT.f.0472	12.5374028956	31.0806550781	10.0991524339	12.533035368	11.7571880399	11.2803049889	0.0	10.93384236	13.259011554
MCT.f.0473	11.2910512483	33.7327246919	10.6927089588	12.7922700619	10.9612265436	11.0454497846	10.93384236	0.0	16.2827717512
MCT.f.0475	15.2008296759	29.6144421355	15.5253076979	15.6873389994	17.3070414682	15.8776440896	13.259011554	16.2827717512	0.0
