	MCT.f.0426	MCT.f.0427	MCT.f.0428	MCT.f.0429	MCT.f.0430	MCT.f.0431	MCT.f.0432	MCT.f.0433	MCT.f.0434	MCT.f.0435	MCT.f.0436	MCT.f.0437	MCT.f.0438	MCT.f.0439	MCT.f.0440	MCT.f.0441	MCT.f.0442
MCT.f.0426	0.0	0.719008264463	0.603174603175	0.829411764706	0.84076433121	0.812903225806	0.789855072464	0.786324786325	0.780487804878	0.779527559055	0.828358208955	0.824	0.862595419847	0.807142857143	0.824427480916	0.832	0.782608695652
MCT.f.0427	0.719008264463	0.0	0.69298245614	0.853333333333	0.84328358209	0.801526717557	0.653846153846	0.763440860215	0.727941176471	0.707070707071	0.828828828829	0.75	0.87037037037	0.793103448276	0.866071428571	0.833333333333	0.694444444444
MCT.f.0428	0.603174603175	0.69298245614	0.0	0.808641975309	0.849673202614	0.82119205298	0.680327868852	0.752293577982	0.706666666667	0.747899159664	0.762295081967	0.805084745763	0.808333333333	0.680327868852	0.806451612903	0.771929824561	0.744186046512
MCT.f.0429	0.829411764706	0.853333333333	0.808641975309	0.0	0.682119205298	0.759259259259	0.805194805195	0.880281690141	0.780898876404	0.725925925926	0.8	0.861111111111	0.713178294574	0.704225352113	0.795774647887	0.827338129496	0.782894736842
MCT.f.0430	0.84076433121	0.84328358209	0.849673202614	0.682119205298	0.0	0.616541353383	0.789855072464	0.83606557377	0.823529411765	0.798449612403	0.792307692308	0.814516129032	0.84496124031	0.863945578231	0.850746268657	0.910447761194	0.857142857143
MCT.f.0431	0.812903225806	0.801526717557	0.82119205298	0.759259259259	0.616541353383	0.0	0.748148148148	0.747826086957	0.705128205128	0.744	0.696721311475	0.657657657658	0.762295081967	0.818181818182	0.827067669173	0.861538461538	0.811188811189
MCT.f.0432	0.789855072464	0.653846153846	0.680327868852	0.805194805195	0.789855072464	0.748148148148	0.0	0.73	0.669064748201	0.803418803419	0.709090909091	0.718446601942	0.844827586207	0.733333333333	0.841666666667	0.840707964602	0.813953488372
MCT.f.0433	0.786324786325	0.763440860215	0.752293577982	0.880281690141	0.83606557377	0.747826086957	0.73	0.0	0.709677419355	0.693181818182	0.80612244898	0.710843373494	0.775280898876	0.855855855856	0.774193548387	0.872340425532	0.732673267327
MCT.f.0434	0.780487804878	0.727941176471	0.706666666667	0.780898876404	0.823529411765	0.705128205128	0.669064748201	0.709677419355	0.0	0.746376811594	0.703703703704	0.740458015267	0.705426356589	0.697183098592	0.805555555556	0.828571428571	0.751677852349
MCT.f.0435	0.779527559055	0.707070707071	0.747899159664	0.725925925926	0.798449612403	0.744	0.803418803419	0.693181818182	0.746376811594	0.0	0.75	0.775510204082	0.767676767677	0.813559322034	0.704081632653	0.747368421053	0.483870967742
MCT.f.0436	0.828358208955	0.828828828829	0.762295081967	0.8	0.792307692308	0.696721311475	0.709090909091	0.80612244898	0.703703703704	0.75	0.0	0.629213483146	0.734693877551	0.660377358491	0.69696969697	0.777777777778	0.745614035088
MCT.f.0437	0.824	0.75	0.805084745763	0.861111111111	0.814516129032	0.657657657658	0.718446601942	0.710843373494	0.740458015267	0.775510204082	0.629213483146	0.0	0.8	0.83185840708	0.821782178218	0.81914893617	0.801801801802
MCT.f.0438	0.862595419847	0.87037037037	0.808333333333	0.713178294574	0.84496124031	0.762295081967	0.844827586207	0.775280898876	0.705426356589	0.767676767677	0.734693877551	0.8	0.0	0.646464646465	0.726315789474	0.771739130435	0.805309734513
MCT.f.0439	0.807142857143	0.793103448276	0.680327868852	0.704225352113	0.863945578231	0.818181818182	0.733333333333	0.855855855856	0.697183098592	0.813559322034	0.660377358491	0.83185840708	0.646464646465	0.0	0.61	0.840707964602	0.823076923077
MCT.f.0440	0.824427480916	0.866071428571	0.806451612903	0.795774647887	0.850746268657	0.827067669173	0.841666666667	0.774193548387	0.805555555556	0.704081632653	0.69696969697	0.821782178218	0.726315789474	0.61	0.0	0.744680851064	0.653846153846
MCT.f.0441	0.832	0.833333333333	0.771929824561	0.827338129496	0.910447761194	0.861538461538	0.840707964602	0.872340425532	0.828571428571	0.747368421053	0.777777777778	0.81914893617	0.771739130435	0.840707964602	0.744680851064	0.0	0.595744680851
MCT.f.0442	0.782608695652	0.694444444444	0.744186046512	0.782894736842	0.857142857143	0.811188811189	0.813953488372	0.732673267327	0.751677852349	0.483870967742	0.745614035088	0.801801801802	0.805309734513	0.823076923077	0.653846153846	0.595744680851	0.0
