	sample12	sample2	sample13	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11
sample12	0.0	0.551020408163	0.551020408163	0.696629213483	0.80198019802	0.848837209302	0.88785046729	0.852941176471	0.745098039216	0.79381443299	0.833333333333	0.85
sample2	0.551020408163	0.0	0.0	0.679611650485	0.72972972973	0.81	0.879032258065	0.707547169811	0.642201834862	0.587628865979	0.777777777778	0.715447154472
sample13	0.551020408163	0.0	0.0	0.679611650485	0.72972972973	0.81	0.879032258065	0.707547169811	0.642201834862	0.587628865979	0.777777777778	0.715447154472
sample3	0.696629213483	0.679611650485	0.679611650485	0.0	0.707865168539	0.822784810127	0.771739130435	0.867346938776	0.729166666667	0.831578947368	0.872340425532	0.788990825688
sample4	0.80198019802	0.72972972973	0.72972972973	0.707865168539	0.0	0.775	0.82	0.791666666667	0.824074074074	0.84	0.90099009901	0.82905982906
sample5	0.848837209302	0.81	0.81	0.822784810127	0.775	0.0	0.843373493976	0.746666666667	0.820224719101	0.763157894737	0.844155844156	0.722222222222
sample6	0.88785046729	0.879032258065	0.879032258065	0.771739130435	0.82	0.843373493976	0.0	0.893203883495	0.842592592593	0.871287128713	0.887755102041	0.836206896552
sample7	0.852941176471	0.707547169811	0.707547169811	0.867346938776	0.791666666667	0.746666666667	0.893203883495	0.0	0.782178217822	0.650602409639	0.86170212766	0.696078431373
sample8	0.745098039216	0.642201834862	0.642201834862	0.729166666667	0.824074074074	0.820224719101	0.842592592593	0.782178217822	0.0	0.677419354839	0.703296703297	0.838709677419
sample9	0.79381443299	0.587628865979	0.587628865979	0.831578947368	0.84	0.763157894737	0.871287128713	0.650602409639	0.677419354839	0.0	0.755813953488	0.656565656566
sample10	0.833333333333	0.777777777778	0.777777777778	0.872340425532	0.90099009901	0.844155844156	0.887755102041	0.86170212766	0.703296703297	0.755813953488	0.0	0.857142857143
sample11	0.85	0.715447154472	0.715447154472	0.788990825688	0.82905982906	0.722222222222	0.836206896552	0.696078431373	0.838709677419	0.656565656566	0.857142857143	0.0
