	sample12	sample2	sample13	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11
sample12	0.0	6.05433993385	6.05433993385	7.88345625527	9.63454310757	10.6089708376	9.77314522102	10.9764547466	8.07835711254	9.02567880228	10.1539417001	9.58299591719
sample2	6.05433993385	0.0	0.0	6.96345781769	7.8896634579	9.10501580647	8.84331726528	9.25962284703	6.81940239872	5.25694898326	9.51514474905	6.84883658316
sample13	6.05433993385	0.0	0.0	6.96345781769	7.8896634579	9.10501580647	8.84331726528	9.25962284703	6.81940239872	5.25694898326	9.51514474905	6.84883658316
sample3	7.88345625527	6.96345781769	6.96345781769	0.0	8.30367014222	8.87170508705	7.70602516001	9.94884449667	6.92261667331	8.82550949987	9.82646165375	7.58011176518
sample4	9.63454310757	7.8896634579	7.8896634579	8.30367014222	0.0	9.34864359592	9.34692735725	7.22854357363	8.18814142046	8.52877767196	10.3357629386	9.56155541487
sample5	10.6089708376	9.10501580647	9.10501580647	8.87170508705	9.34864359592	0.0	8.60733144823	5.14043170687	9.31574410443	5.89240221496	11.416163156	7.87109630315
sample6	9.77314522102	8.84331726528	8.84331726528	7.70602516001	9.34692735725	8.60733144823	0.0	10.2277678694	8.205020258	9.4731319649	9.37027714892	8.05724827279
sample7	10.9764547466	9.25962284703	9.25962284703	9.94884449667	7.22854357363	5.14043170687	10.2277678694	0.0	9.24884701215	5.72987156252	11.347862544	9.47377543815
sample8	8.07835711254	6.81940239872	6.81940239872	6.92261667331	8.18814142046	9.31574410443	8.205020258	9.24884701215	0.0	7.81812929628	8.7717807314	8.98909106758
sample9	9.02567880228	5.25694898326	5.25694898326	8.82550949987	8.52877767196	5.89240221496	9.4731319649	5.72987156252	7.81812929628	0.0	9.89224942054	7.43211706128
sample10	10.1539417001	9.51514474905	9.51514474905	9.82646165375	10.3357629386	11.416163156	9.37027714892	11.347862544	8.7717807314	9.89224942054	0.0	10.7341970378
sample11	9.58299591719	6.84883658316	6.84883658316	7.58011176518	9.56155541487	7.87109630315	8.05724827279	9.47377543815	8.98909106758	7.43211706128	10.7341970378	0.0
