	MCT.f.0428	MCT.f.0429	MCT.f.0430	MCT.f.0431	MCT.f.0432	MCT.f.0433	MCT.f.0434	MCT.f.0435	MCT.f.0436	MCT.f.0437	MCT.f.0438	MCT.f.0439	MCT.f.0440	MCT.f.0441	MCT.f.0442
MCT.f.0428	0.0	0.47963800905	0.639215686275	0.799283154122	0.776923076923	0.764462809917	0.71186440678	0.704347826087	0.731092436975	0.761682242991	0.786046511628	0.764444444444	0.759090909091	0.705069124424	0.728571428571
MCT.f.0429	0.47963800905	0.0	0.266968325792	0.485714285714	0.627906976744	0.675889328063	0.645418326693	0.653225806452	0.669291338583	0.735294117647	0.746835443038	0.707818930041	0.701680672269	0.662447257384	0.716101694915
MCT.f.0430	0.639215686275	0.266968325792	0.0	0.294642857143	0.47280334728	0.610441767068	0.639534883721	0.647058823529	0.642023346304	0.705394190871	0.727272727273	0.705179282869	0.69387755102	0.682730923695	0.733870967742
MCT.f.0431	0.799283154122	0.485714285714	0.294642857143	0.0	0.334905660377	0.495495495495	0.633064516129	0.623966942149	0.595833333333	0.642533936652	0.648401826484	0.662393162393	0.678111587983	0.694214876033	0.725738396624
MCT.f.0432	0.776923076923	0.627906976744	0.47280334728	0.334905660377	0.0	0.238888888889	0.522935779817	0.632034632035	0.59649122807	0.652380952381	0.645631067961	0.648401826484	0.689189189189	0.727659574468	0.766233766234
MCT.f.0433	0.764462809917	0.675889328063	0.610441767068	0.495495495495	0.238888888889	0.0	0.379679144385	0.529702970297	0.531707317073	0.588235294118	0.579234972678	0.615	0.685990338164	0.715596330275	0.757009345794
MCT.f.0434	0.71186440678	0.645418326693	0.639534883721	0.633064516129	0.522935779817	0.379679144385	0.0	0.254335260116	0.345945945946	0.598958333333	0.612565445026	0.650717703349	0.668269230769	0.661971830986	0.715639810427
MCT.f.0435	0.704347826087	0.653225806452	0.647058823529	0.623966942149	0.632034632035	0.529702970297	0.254335260116	0.0	0.148148148148	0.443786982249	0.561111111111	0.62	0.624365482234	0.632352941176	0.688118811881
MCT.f.0436	0.731092436975	0.669291338583	0.642023346304	0.595833333333	0.59649122807	0.531707317073	0.345945945946	0.148148148148	0.0	0.320754716981	0.452941176471	0.549222797927	0.611111111111	0.612745098039	0.668316831683
MCT.f.0437	0.761682242991	0.735294117647	0.705394190871	0.642533936652	0.652380952381	0.588235294118	0.598958333333	0.443786982249	0.320754716981	0.0	0.338235294118	0.518292682927	0.647727272727	0.640883977901	0.593939393939
MCT.f.0438	0.786046511628	0.746835443038	0.727272727273	0.648401826484	0.645631067961	0.579234972678	0.612565445026	0.561111111111	0.452941176471	0.338235294118	0.0	0.280575539568	0.480519480519	0.632768361582	0.697142857143
MCT.f.0439	0.764444444444	0.707818930041	0.705179282869	0.662393162393	0.648401826484	0.615	0.650717703349	0.62	0.549222797927	0.518292682927	0.280575539568	0.0	0.292517006803	0.476470588235	0.675675675676
MCT.f.0440	0.759090909091	0.701680672269	0.69387755102	0.678111587983	0.689189189189	0.685990338164	0.668269230769	0.624365482234	0.611111111111	0.647727272727	0.480519480519	0.292517006803	0.0	0.306666666667	0.55421686747
MCT.f.0441	0.705069124424	0.662447257384	0.682730923695	0.694214876033	0.727659574468	0.715596330275	0.661971830986	0.632352941176	0.612745098039	0.640883977901	0.632768361582	0.476470588235	0.306666666667	0.0	0.324324324324
MCT.f.0442	0.728571428571	0.716101694915	0.733870967742	0.725738396624	0.766233766234	0.757009345794	0.715639810427	0.688118811881	0.668316831683	0.593939393939	0.697142857143	0.675675675676	0.55421686747	0.324324324324	0.0
