	MCT.f.0428	MCT.f.0429	MCT.f.0430	MCT.f.0431	MCT.f.0432	MCT.f.0433	MCT.f.0434	MCT.f.0435	MCT.f.0436	MCT.f.0437	MCT.f.0438	MCT.f.0439	MCT.f.0440	MCT.f.0441	MCT.f.0442
MCT.f.0428	0.0	3.06869913631	6.28764700464	8.64556074964	8.26772676881	8.18481079085	6.38373429204	6.6649568748	7.45854951711	8.02134383153	8.82991185927	8.74894383909	8.58112463527	8.71856384214	8.54578328147
MCT.f.0429	3.06869913631	0.0	3.57043539125	6.29856029786	7.45709436367	7.69468913212	6.26821067975	6.46096686297	6.96375041694	7.60971409468	8.45953164094	8.31910626308	8.08935884259	8.39081567643	8.32553854065
MCT.f.0430	6.28764700464	3.57043539125	0.0	3.87213306508	5.83461461104	7.37130338918	7.14016788286	7.36398605751	7.15136324122	7.72762250454	8.36920985615	8.36370097394	7.74325020356	8.10042107659	8.37313698385
MCT.f.0431	8.64556074964	6.29856029786	3.87213306508	0.0	3.01460792426	4.89441865998	6.85309026351	7.50190596084	7.32858625133	7.34859672927	7.19907403646	7.32660388205	6.95616942992	8.7838552512	8.95576883753
MCT.f.0432	8.26772676881	7.45709436367	5.83461461104	3.01460792426	0.0	2.34223240518	5.38078450038	7.13467739483	7.41141318367	7.07502222829	6.99833127006	7.14436163318	7.26397758135	9.07064481562	9.37839542614
MCT.f.0433	8.18481079085	7.69468913212	7.37130338918	4.89441865998	2.34223240518	0.0	3.70290693487	5.7965345816	7.07117149011	6.37954781482	6.33405108044	6.76093208271	7.33086886058	8.90421319653	8.86661391143
MCT.f.0434	6.38373429204	6.26821067975	7.14016788286	6.85309026351	5.38078450038	3.70290693487	0.0	3.10344882684	4.56757187975	6.18905437869	7.7200536686	8.17049533855	8.42659293034	8.65190419457	8.21246230289
MCT.f.0435	6.6649568748	6.46096686297	7.36398605751	7.50190596084	7.13467739483	5.7965345816	3.10344882684	0.0	2.27281497437	5.39765152955	8.01621162008	8.52815815581	8.17930085624	8.36574209768	7.2425826613
MCT.f.0436	7.45854951711	6.96375041694	7.15136324122	7.32858625133	7.41141318367	7.07117149011	4.56757187975	2.27281497437	0.0	4.71707611274	7.82486745379	8.80545358324	8.27735077856	7.81529623551	6.86388505595
MCT.f.0437	8.02134383153	7.60971409468	7.72762250454	7.34859672927	7.07502222829	6.37954781482	6.18905437869	5.39765152955	4.71707611274	0.0	4.28981825822	5.53162381144	7.87401254372	7.96738579121	6.9644949791
MCT.f.0438	8.82991185927	8.45953164094	8.36920985615	7.19907403646	6.99833127006	6.33405108044	7.7200536686	8.01621162008	7.82486745379	4.28981825822	0.0	1.60890813792	4.05950208315	8.40855911938	8.75926321077
MCT.f.0439	8.74894383909	8.31910626308	8.36370097394	7.32660388205	7.14436163318	6.76093208271	8.17049533855	8.52815815581	8.80545358324	5.53162381144	1.60890813792	0.0	3.13115906033	7.60003967954	8.94457714911
MCT.f.0440	8.58112463527	8.08935884259	7.74325020356	6.95616942992	7.26397758135	7.33086886058	8.42659293034	8.17930085624	8.27735077856	7.87401254372	4.05950208315	3.13115906033	0.0	5.27333202843	7.21100156673
MCT.f.0441	8.71856384214	8.39081567643	8.10042107659	8.7838552512	9.07064481562	8.90421319653	8.65190419457	8.36574209768	7.81529623551	7.96738579121	8.40855911938	7.60003967954	5.27333202843	0.0	3.18318669283
MCT.f.0442	8.54578328147	8.32553854065	8.37313698385	8.95576883753	9.37839542614	8.86661391143	8.21246230289	7.2425826613	6.86388505595	6.9644949791	8.75926321077	8.94457714911	7.21100156673	3.18318669283	0.0
