	MCT.f.0532	MCT.f.0533	MCT.f.0534	MCT.f.0535	MCT.f.0536	MCT.f.0538	MCT.f.0539	MCT.f.0540	MCT.f.0541	MCT.f.0543	MCT.f.0544
MCT.f.0532	0.0	0.306569343066	0.491620111732	0.611940298507	0.738916256158	0.715083798883	0.752941176471	0.71676300578	0.782051282051	0.795698924731	0.793233082707
MCT.f.0533	0.306569343066	0.0	0.315789473684	0.461139896373	0.594871794872	0.708333333333	0.75	0.716577540107	0.797619047619	0.79180887372	0.79359430605
MCT.f.0534	0.491620111732	0.315789473684	0.0	0.189189189189	0.331550802139	0.584158415842	0.618556701031	0.616915422886	0.698473282443	0.684563758389	0.743333333333
MCT.f.0535	0.611940298507	0.461139896373	0.189189189189	0.0	0.165714285714	0.447368421053	0.572164948454	0.579207920792	0.698884758364	0.685245901639	0.742671009772
MCT.f.0536	0.738916256158	0.594871794872	0.331550802139	0.165714285714	0.0	0.4	0.540229885057	0.565217391304	0.712598425197	0.722972972973	0.781879194631
MCT.f.0538	0.715083798883	0.708333333333	0.584158415842	0.447368421053	0.4	0.0	0.204724409449	0.275362318841	0.57345971564	0.742857142857	0.804964539007
MCT.f.0539	0.752941176471	0.75	0.618556701031	0.572164948454	0.540229885057	0.204724409449	0.0	0.181818181818	0.502645502646	0.705426356589	0.773076923077
MCT.f.0540	0.71676300578	0.716577540107	0.616915422886	0.579207920792	0.565217391304	0.275362318841	0.181818181818	0.0	0.473958333333	0.692015209125	0.758490566038
MCT.f.0541	0.782051282051	0.797619047619	0.698473282443	0.698884758364	0.712598425197	0.57345971564	0.502645502646	0.473958333333	0.0	0.391304347826	0.462745098039
MCT.f.0543	0.795698924731	0.79180887372	0.684563758389	0.685245901639	0.722972972973	0.742857142857	0.705426356589	0.692015209125	0.391304347826	0.0	0.0822510822511
MCT.f.0544	0.793233082707	0.79359430605	0.743333333333	0.742671009772	0.781879194631	0.804964539007	0.773076923077	0.758490566038	0.462745098039	0.0822510822511	0.0
