	MCT.f.0532	MCT.f.0533	MCT.f.0534	MCT.f.0535	MCT.f.0536	MCT.f.0538	MCT.f.0539	MCT.f.0540	MCT.f.0541	MCT.f.0543	MCT.f.0544
MCT.f.0532	0.0	2.21092718814	5.15867142703	7.51717673008	9.55477555614	9.65421245421	8.80757522538	8.66364234057	8.67681279294	9.53142126619	9.07986773972
MCT.f.0533	2.21092718814	0.0	3.17074542897	5.60414649322	7.67152784762	8.70568113321	7.97416912317	8.14094990804	8.20525686977	8.8731716069	8.48329967485
MCT.f.0534	5.15867142703	3.17074542897	0.0	3.09406171615	5.32435331925	7.92327707454	7.60050093444	7.90804683794	8.11976165631	7.85943604714	7.72519428788
MCT.f.0535	7.51717673008	5.60414649322	3.09406171615	0.0	2.26520711173	4.95998463902	5.72405782463	6.28658080271	6.86550605905	7.81447002303	7.83484140065
MCT.f.0536	9.55477555614	7.67152784762	5.32435331925	2.26520711173	0.0	3.4963677639	4.45278715034	5.29677440539	7.20067616223	8.14729214778	8.20914947584
MCT.f.0538	9.65421245421	8.70568113321	7.92327707454	4.95998463902	3.4963677639	0.0	1.55591976517	4.07778247394	6.58541559993	8.68419447819	8.80705596107
MCT.f.0539	8.80757522538	7.97416912317	7.60050093444	5.72405782463	4.45278715034	1.55591976517	0.0	2.77496510047	5.45646061439	8.35172517766	8.31618123902
MCT.f.0540	8.66364234057	8.14094990804	7.90804683794	6.28658080271	5.29677440539	4.07778247394	2.77496510047	0.0	2.84162230564	6.41419921006	7.83416047425
MCT.f.0541	8.67681279294	8.20525686977	8.11976165631	6.86550605905	7.20067616223	6.58541559993	5.45646061439	2.84162230564	0.0	4.67939226483	6.56610891224
MCT.f.0543	9.53142126619	8.8731716069	7.85943604714	7.81447002303	8.14729214778	8.68419447819	8.35172517766	6.41419921006	4.67939226483	0.0	2.31846997534
MCT.f.0544	9.07986773972	8.48329967485	7.72519428788	7.83484140065	8.20914947584	8.80705596107	8.31618123902	7.83416047425	6.56610891224	2.31846997534	0.0
