	MCT.f.0378	MCT.f.0379	MCT.f.0380	MCT.f.0381	MCT.f.0382	MCT.f.0383	MCT.f.0384	MCT.f.0385	MCT.f.0386	MCT.f.0387	MCT.f.0388	MCT.f.0389	MCT.f.0390	MCT.f.0391
MCT.f.0378	0.0	1.58049508427	3.40757689107	4.72192859224	6.06430084746	6.43022249643	6.57469517172	6.8315307105	6.49539993111	6.15312722967	5.9670106507	5.27121603725	5.38476781706	5.80346291209
MCT.f.0379	1.58049508427	0.0	2.36027418627	3.87339514418	5.21588268901	6.59612625678	6.71511205143	6.6952713778	6.33529934763	6.21789148138	5.94154969493	5.31149938175	5.60972143407	5.76136905791
MCT.f.0380	3.40757689107	2.36027418627	0.0	2.04724596177	3.1642942975	5.2849156787	6.12874841725	5.94144141671	5.8694930872	5.63652241189	5.30703265566	5.36964924932	5.80929940623	5.90728347508
MCT.f.0381	4.72192859224	3.87339514418	2.04724596177	0.0	2.10885611564	4.00843901861	5.20396483468	5.4624701891	5.67994438796	5.519954777	4.85210101471	5.02703962704	5.60873694207	5.72788811189
MCT.f.0382	6.06430084746	5.21588268901	3.1642942975	2.10885611564	0.0	2.64908424908	4.25976601405	4.93675526142	5.6828091957	5.84358353511	5.42557101903	5.55196832605	6.08935684529	6.02181709816
MCT.f.0383	6.43022249643	6.59612625678	5.2849156787	4.00843901861	2.64908424908	0.0	2.24788840715	3.78051953297	4.94677710762	6.44773420426	6.15100440139	5.81321986072	5.9427580162	6.11569230769
MCT.f.0384	6.57469517172	6.71511205143	6.12874841725	5.20396483468	4.25976601405	2.24788840715	0.0	2.0734773382	3.54508812568	5.1973502933	6.42342911701	5.88348145168	5.75979272719	5.92901926593
MCT.f.0385	6.8315307105	6.6952713778	5.94144141671	5.4624701891	4.93675526142	3.78051953297	2.0734773382	0.0	1.71762895106	3.76926722943	5.25287642385	6.05449408307	6.14050416971	5.98313484686
MCT.f.0386	6.49539993111	6.33529934763	5.8694930872	5.67994438796	5.6828091957	4.94677710762	3.54508812568	1.71762895106	0.0	2.37163674607	3.91493570722	4.85058022045	5.66942088208	5.74535615917
MCT.f.0387	6.15312722967	6.21789148138	5.63652241189	5.519954777	5.84358353511	6.44773420426	5.1973502933	3.76926722943	2.37163674607	0.0	2.46869189196	4.11143121147	5.22283010148	6.24942200973
MCT.f.0388	5.9670106507	5.94154969493	5.30703265566	4.85210101471	5.42557101903	6.15100440139	6.42342911701	5.25287642385	3.91493570722	2.46869189196	0.0	2.22943506595	3.80738875734	4.81014197672
MCT.f.0389	5.27121603725	5.31149938175	5.36964924932	5.02703962704	5.55196832605	5.81321986072	5.88348145168	6.05449408307	4.85058022045	4.11143121147	2.22943506595	0.0	2.22225175734	3.14681486934
MCT.f.0390	5.38476781706	5.60972143407	5.80929940623	5.60873694207	6.08935684529	5.9427580162	5.75979272719	6.14050416971	5.66942088208	5.22283010148	3.80738875734	2.22225175734	0.0	1.62045480445
MCT.f.0391	5.80346291209	5.76136905791	5.90728347508	5.72788811189	6.02181709816	6.11569230769	5.92901926593	5.98313484686	5.74535615917	6.24942200973	4.81014197672	3.14681486934	1.62045480445	0.0
