	MCTs01	MCTs03	MCTs04	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
MCTs01	0.0	0.673758865248	0.622047244094	0.731481481481	0.674074074074	0.609090909091	0.740458015267	0.680327868852	0.635714285714	0.633333333333	0.621212121212	0.810526315789	0.59649122807	0.679389312977	0.648854961832	0.642857142857	0.588709677419	0.682170542636	0.691056910569	0.708333333333	0.633027522936	0.630769230769	0.722772277228	0.710526315789	0.772727272727	0.633333333333	0.729166666667	0.751824817518	0.75	0.710743801653	0.690476190476
MCTs03	0.673758865248	0.0	0.701986754967	0.746031746032	0.657718120805	0.671755725191	0.743243243243	0.744827586207	0.691358024691	0.639705882353	0.690322580645	0.824561403509	0.743055555556	0.764331210191	0.662162162162	0.764285714286	0.684563758389	0.718120805369	0.744827586207	0.705882352941	0.702290076336	0.707792207792	0.760330578512	0.755555555556	0.790697674419	0.732876712329	0.683870967742	0.72	0.838461538462	0.770833333333	0.699300699301
MCTs04	0.622047244094	0.701986754967	0.0	0.762711864407	0.703448275862	0.672131147541	0.757142857143	0.712121212121	0.620689655172	0.637795275591	0.709459459459	0.78	0.648	0.744827586207	0.68085106383	0.722222222222	0.626865671642	0.693430656934	0.702290076336	0.71875	0.704918032787	0.664285714286	0.722222222222	0.7	0.769230769231	0.669230769231	0.684931506849	0.741258741259	0.780701754386	0.68	0.651162790698
MCTs06	0.731481481481	0.746031746032	0.762711864407	0.0	0.75	0.721649484536	0.827586206897	0.754716981132	0.763358778626	0.714285714286	0.795275590551	0.8	0.752380952381	0.758620689655	0.806451612903	0.744897959184	0.741379310345	0.844262295082	0.8	0.74	0.736842105263	0.77868852459	0.666666666667	0.808080808081	0.738095238095	0.761467889908	0.777777777778	0.854838709677	0.768292682927	0.766990291262	0.728971962617
MCTs07	0.674074074074	0.657718120805	0.703448275862	0.75	0.0	0.593220338983	0.719424460432	0.629921259843	0.683870967742	0.648854961832	0.586956521739	0.811320754717	0.626984126984	0.671428571429	0.698630136986	0.647540983607	0.721088435374	0.68345323741	0.701492537313	0.727272727273	0.704	0.635714285714	0.754385964912	0.778625954198	0.756302521008	0.744680851064	0.657534246575	0.676258992806	0.78813559322	0.719696969697	0.630769230769
MCTs08	0.609090909091	0.671755725191	0.672131147541	0.721649484536	0.593220338983	0.0	0.764227642276	0.690265486726	0.641221374046	0.63963963964	0.6796875	0.75	0.675675675676	0.666666666667	0.738461538462	0.637254901961	0.693548387097	0.733870967742	0.756302521008	0.786324786325	0.666666666667	0.625	0.739130434783	0.747663551402	0.688172043011	0.731092436975	0.759124087591	0.746031746032	0.852941176471	0.675925925926	0.654867256637
MCTs09	0.740458015267	0.743243243243	0.757142857143	0.827586206897	0.719424460432	0.764227642276	0.0	0.72	0.741721854305	0.685483870968	0.688405797101	0.833333333333	0.675	0.797202797203	0.635658914729	0.709401709402	0.691729323308	0.65873015873	0.730158730159	0.777777777778	0.713043478261	0.726618705036	0.732673267327	0.70796460177	0.781818181818	0.716535433071	0.727272727273	0.702290076336	0.794392523364	0.779527559055	0.748091603053
MCTs10	0.680327868852	0.744827586207	0.712121212121	0.754716981132	0.629921259843	0.690265486726	0.72	0.0	0.72602739726	0.629310344828	0.659090909091	0.772727272727	0.663793103448	0.6875	0.706766917293	0.675675675676	0.721804511278	0.690476190476	0.72131147541	0.760330578512	0.747826086957	0.689393939394	0.666666666667	0.806722689076	0.725490196078	0.728	0.691176470588	0.732824427481	0.78640776699	0.752066115702	0.608695652174
MCTs13	0.635714285714	0.691358024691	0.620689655172	0.763358778626	0.683870967742	0.641221374046	0.741721854305	0.72602739726	0.0	0.65	0.698113207547	0.830508474576	0.62962962963	0.68	0.662251655629	0.669172932331	0.611111111111	0.741935483871	0.68085106383	0.666666666667	0.640625	0.637583892617	0.747967479675	0.69696969697	0.730158730159	0.65	0.649350649351	0.693333333333	0.76	0.678832116788	0.680555555556
MCTs14	0.633333333333	0.639705882353	0.637795275591	0.714285714286	0.648854961832	0.63963963964	0.685483870968	0.629310344828	0.65	0.0	0.625954198473	0.738636363636	0.672268907563	0.733333333333	0.653846153846	0.598130841121	0.658914728682	0.656	0.652542372881	0.756097560976	0.721739130435	0.635658914729	0.648936170213	0.716814159292	0.733333333333	0.693548387097	0.688405797101	0.748148148148	0.780952380952	0.694915254237	0.594827586207
