	MCT.f.0562	MCT.f.0564	MCT.f.0565	MCT.f.0566	MCT.f.0567	MCT.f.0568	MCT.f.0570	MCT.f.0573	MCT.f.0574	MCT.f.0575	MCT.f.0577	MCT.f.0578
MCT.f.0562	0.0	0.546961325967	0.626943005181	0.665094339623	0.758620689655	0.769230769231	0.811764705882	0.8359375	0.832713754647	0.836879432624	0.851449275362	0.841897233202
MCT.f.0564	0.546961325967	0.0	0.117647058824	0.287037037037	0.45041322314	0.551601423488	0.641114982578	0.681506849315	0.698051948052	0.711180124224	0.733542319749	0.737541528239
MCT.f.0565	0.626943005181	0.117647058824	0.0	0.228571428571	0.402542372881	0.512727272727	0.619718309859	0.670103092784	0.7	0.712962962963	0.735202492212	0.743421052632
MCT.f.0566	0.665094339623	0.287037037037	0.228571428571	0.0	0.244444444444	0.382575757576	0.54609929078	0.685064935065	0.688473520249	0.701492537313	0.711246200608	0.717948717949
MCT.f.0567	0.758620689655	0.45041322314	0.402542372881	0.244444444444	0.0	0.236734693878	0.445692883895	0.668831168831	0.67701863354	0.705882352941	0.707831325301	0.730407523511
MCT.f.0568	0.769230769231	0.551601423488	0.512727272727	0.382575757576	0.236734693878	0.0	0.267441860465	0.564935064935	0.616314199396	0.670422535211	0.679083094556	0.699404761905
MCT.f.0570	0.811764705882	0.641114982578	0.619718309859	0.54609929078	0.445692883895	0.267441860465	0.0	0.425925925926	0.554098360656	0.612804878049	0.650455927052	0.670886075949
MCT.f.0573	0.8359375	0.681506849315	0.670103092784	0.685064935065	0.668831168831	0.564935064935	0.425925925926	0.0	0.296875	0.398576512456	0.592948717949	0.686708860759
MCT.f.0574	0.832713754647	0.698051948052	0.7	0.688473520249	0.67701863354	0.616314199396	0.554098360656	0.296875	0.0	0.186770428016	0.493377483444	0.64465408805
MCT.f.0575	0.836879432624	0.711180124224	0.712962962963	0.701492537313	0.705882352941	0.670422535211	0.612804878049	0.398576512456	0.186770428016	0.0	0.354385964912	0.521594684385
MCT.f.0577	0.851449275362	0.733542319749	0.735202492212	0.711246200608	0.707831325301	0.679083094556	0.650455927052	0.592948717949	0.493377483444	0.354385964912	0.0	0.277777777778
MCT.f.0578	0.841897233202	0.737541528239	0.743421052632	0.717948717949	0.730407523511	0.699404761905	0.670886075949	0.686708860759	0.64465408805	0.521594684385	0.277777777778	0.0
