	MCT.f.0562	MCT.f.0564	MCT.f.0565	MCT.f.0566	MCT.f.0567	MCT.f.0568	MCT.f.0570	MCT.f.0573	MCT.f.0574	MCT.f.0575	MCT.f.0577	MCT.f.0578
MCT.f.0562	0.0	7.9034959745	8.72062561095	8.12663383915	8.95453011235	9.21583915235	9.01703601713	9.21702745804	9.08591978267	9.18310614399	9.30424393538	9.90652425011
MCT.f.0564	7.9034959745	0.0	3.28955890564	5.75600118975	7.73064124809	7.7822979439	7.62319218041	7.59874261174	8.25355491984	9.03113995173	7.4288673642	7.86976410291
MCT.f.0565	8.72062561095	3.28955890564	0.0	4.66202209006	6.55958690039	7.66593424283	7.49353904903	7.69600854359	7.51266926359	8.19107611549	7.10748060313	7.50007047216
MCT.f.0566	8.12663383915	5.75600118975	4.66202209006	0.0	4.76424290684	6.90956795869	7.94289377707	8.41171449353	8.03293963459	8.58116613928	7.40511385014	7.85590089111
MCT.f.0567	8.95453011235	7.73064124809	6.55958690039	4.76424290684	0.0	5.15807026007	7.43459021474	8.10688581155	7.46969413397	8.11193107588	7.92568040843	8.12202474065
MCT.f.0568	9.21583915235	7.7822979439	7.66593424283	6.90956795869	5.15807026007	0.0	6.45773005539	7.63821659032	7.62685928517	8.05111313277	7.99192922352	8.33515550202
MCT.f.0570	9.01703601713	7.62319218041	7.49353904903	7.94289377707	7.43459021474	6.45773005539	0.0	6.41821120304	7.14447351277	7.60612316753	7.028543655	7.83116238554
MCT.f.0573	9.21702745804	7.59874261174	7.69600854359	8.41171449353	8.10688581155	7.63821659032	6.41821120304	0.0	4.21641551386	5.28970827986	6.85683883462	6.71762748743
MCT.f.0574	9.08591978267	8.25355491984	7.51266926359	8.03293963459	7.46969413397	7.62685928517	7.14447351277	4.21641551386	0.0	4.26694972811	6.84474123539	7.40455021936
MCT.f.0575	9.18310614399	9.03113995173	8.19107611549	8.58116613928	8.11193107588	8.05111313277	7.60612316753	5.28970827986	4.26694972811	0.0	6.16872709752	7.11810151638
MCT.f.0577	9.30424393538	7.4288673642	7.10748060313	7.40511385014	7.92568040843	7.99192922352	7.028543655	6.85683883462	6.84474123539	6.16872709752	0.0	4.03726708075
MCT.f.0578	9.90652425011	7.86976410291	7.50007047216	7.85590089111	8.12202474065	8.33515550202	7.83116238554	6.71762748743	7.40455021936	7.11810151638	4.03726708075	0.0
