	MCT.f.0426	MCT.f.0427	MCT.f.0428	MCT.f.0429	MCT.f.0430	MCT.f.0431	MCT.f.0432	MCT.f.0433	MCT.f.0434	MCT.f.0435	MCT.f.0436	MCT.f.0437	MCT.f.0438	MCT.f.0439	MCT.f.0440	MCT.f.0441	MCT.f.0442
MCT.f.0426	0.0	11.4213663204	10.806992658	11.6065664657	9.80192030237	10.3626732855	13.0731728886	14.7455931949	10.821749217	13.307216485	13.8630869305	22.0722708399	12.7198439609	16.891315502	13.8980270928	12.1243950444	11.6307359198
MCT.f.0427	11.4213663204	0.0	10.8662096854	10.7916413198	10.7041023518	11.6015833368	12.833022842	13.3551312517	11.602847775	12.9339774775	12.5991203275	17.1556225326	11.3440431742	13.3385379019	13.6399429544	11.5006543799	11.495739684
MCT.f.0428	10.806992658	10.8662096854	0.0	8.67737022155	11.4821580454	13.5832829014	13.7147628651	14.7886132269	8.658848312	11.9249654223	10.9012906122	19.3451811179	13.9315132967	16.484126095	13.2324930633	8.25817752134	9.30092084489
MCT.f.0429	11.6065664657	10.7916413198	8.67737022155	0.0	11.1345445305	12.3470378413	12.4951114044	14.0725974095	8.1295549479	10.3627298001	9.76647842662	17.534307045	11.7061406864	15.0129788576	12.2715130181	8.44207690248	10.8713648057
MCT.f.0430	9.80192030237	10.7041023518	11.4821580454	11.1345445305	0.0	8.43650381339	9.67786657826	14.0842361439	11.2108399545	12.9768812515	14.0748824022	19.6878232017	10.3604281446	13.8318317052	12.5794983955	11.0659835136	12.4327998619
MCT.f.0431	10.3626732855	11.6015833368	13.5832829014	12.3470378413	8.43650381339	0.0	10.5663561468	12.3563894337	11.6768387098	13.1251249991	14.4782173555	19.4731867828	10.9177536716	14.5340719221	12.2181072159	11.9642811089	13.799643153
MCT.f.0432	13.0731728886	12.833022842	13.7147628651	12.4951114044	9.67786657826	10.5663561468	0.0	14.7711373422	11.5341695646	13.1155900731	15.8678150475	16.7863262049	10.4122406038	10.7961388868	12.0573647569	12.0429155283	15.0218331983
MCT.f.0433	14.7455931949	13.3551312517	14.7886132269	14.0725974095	14.0842361439	12.3563894337	14.7711373422	0.0	12.9722199386	13.6305308094	14.274554072	21.1420359073	14.7708281218	16.5756714288	13.0690914778	13.6054539685	14.6536711603
MCT.f.0434	10.821749217	11.602847775	8.658848312	8.1295549479	11.2108399545	11.6768387098	11.5341695646	12.9722199386	0.0	8.80921299364	9.02440079039	18.4251944696	10.831974761	14.2023063101	10.2046371854	7.59202138701	10.6180403038
MCT.f.0435	13.307216485	12.9339774775	11.9249654223	10.3627298001	12.9768812515	13.1251249991	13.1155900731	13.6305308094	8.80921299364	0.0	9.10139045552	17.0066858481	12.444196442	13.6302599147	10.5387296213	9.86258838125	12.9698801722
MCT.f.0436	13.8630869305	12.5991203275	10.9012906122	9.76647842662	14.0748824022	14.4782173555	15.8678150475	14.274554072	9.02440079039	9.10139045552	0.0	19.31314334	13.0339089886	16.5836904798	13.0313848555	9.63180723981	11.0907066216
MCT.f.0437	22.0722708399	17.1556225326	19.3451811179	17.534307045	19.6878232017	19.4731867828	16.7863262049	21.1420359073	18.4251944696	17.0066858481	19.31314334	0.0	17.2430639841	13.0031980717	16.935023145	17.0547344667	19.1627919536
MCT.f.0438	12.7198439609	11.3440431742	13.9315132967	11.7061406864	10.3604281446	10.9177536716	10.4122406038	14.7708281218	10.831974761	12.444196442	13.0339089886	17.2430639841	0.0	10.3699071208	10.7327659015	11.2799804787	13.3402739291
MCT.f.0439	16.891315502	13.3385379019	16.484126095	15.0129788576	13.8318317052	14.5340719221	10.7961388868	16.5756714288	14.2023063101	13.6302599147	16.5836904798	13.0031980717	10.3699071208	0.0	11.3702243147	13.6034041807	16.5068557227
MCT.f.0440	13.8980270928	13.6399429544	13.2324930633	12.2715130181	12.5794983955	12.2181072159	12.0573647569	13.0690914778	10.2046371854	10.5387296213	13.0313848555	16.935023145	10.7327659015	11.3702243147	0.0	10.0301335207	13.6632789952
MCT.f.0441	12.1243950444	11.5006543799	8.25817752134	8.44207690248	11.0659835136	11.9642811089	12.0429155283	13.6054539685	7.59202138701	9.86258838125	9.63180723981	17.0547344667	11.2799804787	13.6034041807	10.0301335207	0.0	9.28658571501
MCT.f.0442	11.6307359198	11.495739684	9.30092084489	10.8713648057	12.4327998619	13.799643153	15.0218331983	14.6536711603	10.6180403038	12.9698801722	11.0907066216	19.1627919536	13.3402739291	16.5068557227	13.6632789952	9.28658571501	0.0
