	sample1	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample11	sample12	sample13	sample14	sample15	sample16
sample1	0.0	10.4025974026	9.71868289191	9.37699443414	6.13173386977	9.13900650772	9.13692181744	9.0979779714	9.25895132904	6.657135682	8.42399533495	10.4843115541	5.8363584207	9.48571428571
sample3	10.4025974026	0.0	5.49633568531	8.90612244898	10.5801999823	10.6649379067	11.1072265843	7.02268617458	10.9499332443	10.9715146732	8.79232639507	8.31059767106	10.0903614458	7.0012987013
sample4	9.71868289191	5.49633568531	0.0	8.24277679576	9.7592237189	9.93797274247	9.57427671111	5.85500230193	8.51477911056	8.87259465495	8.58965232086	8.03336792203	9.66024728837	7.3597590074
sample5	9.37699443414	8.90612244898	8.24277679576	0.0	8.03811073404	7.15985352566	9.10828606514	7.78801343322	8.84278085066	9.77629947006	6.89861149939	8.29766387175	7.8214080813	9.49777365492
sample6	6.13173386977	10.5801999823	9.7592237189	8.03811073404	0.0	6.63331721687	6.21763450405	8.88737760898	8.85153173099	6.88636907084	6.67380201995	7.09058054187	5.22099331266	10.3618140402
sample7	9.13900650772	10.6649379067	9.93797274247	7.15985352566	6.63331721687	0.0	6.70539772905	10.1880176163	8.25270455429	10.1996566607	9.14568241693	7.86654905885	6.93243872646	10.7139645912
sample8	9.13692181744	11.1072265843	9.57427671111	9.10828606514	6.21763450405	6.70539772905	0.0	9.50332906729	7.0689151916	8.69712992132	9.53561600223	6.97812132116	8.50402181793	11.0055873926
sample9	9.0979779714	7.02268617458	5.85500230193	7.78801343322	8.88737760898	10.1880176163	9.50332906729	0.0	9.1394855588	8.56136792783	8.13568166993	8.59321249842	9.34671053109	5.90136445833
sample11	9.25895132904	10.9499332443	8.51477911056	8.84278085066	8.85153173099	8.25270455429	7.0689151916	9.1394855588	0.0	8.91493261734	9.64517987454	8.58657538216	8.10725143565	10.7159303314
sample12	6.657135682	10.9715146732	8.87259465495	9.77629947006	6.88636907084	10.1996566607	8.69712992132	8.56136792783	8.91493261734	0.0	8.03884221768	9.0371179351	7.57547316337	10.1025866399
sample13	8.42399533495	8.79232639507	8.58965232086	6.89861149939	6.67380201995	9.14568241693	9.53561600223	8.13568166993	9.64517987454	8.03884221768	0.0	8.59587271247	7.01001265335	9.42359900374
sample14	10.4843115541	8.31059767106	8.03336792203	8.29766387175	7.09058054187	7.86654905885	6.97812132116	8.59321249842	8.58657538216	9.0371179351	8.59587271247	0.0	10.3518259083	10.01954428
sample15	5.8363584207	10.0903614458	9.66024728837	7.8214080813	5.22099331266	6.93243872646	8.50402181793	9.34671053109	8.10725143565	7.57547316337	7.01001265335	10.3518259083	0.0	9.98817086528
sample16	9.48571428571	7.0012987013	7.3597590074	9.49777365492	10.3618140402	10.7139645912	11.0055873926	5.90136445833	10.7159303314	10.1025866399	9.42359900374	10.01954428	9.98817086528	0.0
