	MCT.f.0564	MCT.f.0565	MCT.f.0566	MCT.f.0567	MCT.f.0568	MCT.f.0570	MCT.f.0573	MCT.f.0574	MCT.f.0575	MCT.f.0577	MCT.f.0578
MCT.f.0564	0.0	0.266666666667	0.387387387387	0.64	0.685512367491	0.683397683398	0.63813229572	0.713286713287	0.758278145695	0.731343283582	0.721568627451
MCT.f.0565	0.266666666667	0.0	0.307692307692	0.600896860987	0.692015209125	0.639130434783	0.587719298246	0.697318007663	0.751798561151	0.7	0.687224669604
MCT.f.0566	0.387387387387	0.307692307692	0.0	0.419047619048	0.544	0.688976377953	0.648221343874	0.70036101083	0.751700680272	0.732824427481	0.712550607287
MCT.f.0567	0.64	0.600896860987	0.419047619048	0.0	0.344497607656	0.682008368201	0.693548387097	0.699619771863	0.740072202166	0.691666666667	0.717948717949
MCT.f.0568	0.685512367491	0.692015209125	0.544	0.344497607656	0.0	0.471365638767	0.651515151515	0.664285714286	0.65371024735	0.684410646388	0.703125
MCT.f.0570	0.683397683398	0.639130434783	0.688976377953	0.682008368201	0.471365638767	0.0	0.51598173516	0.670542635659	0.708487084871	0.670886075949	0.674008810573
MCT.f.0573	0.63813229572	0.587719298246	0.648221343874	0.693548387097	0.651515151515	0.51598173516	0.0	0.37037037037	0.534693877551	0.65	0.652173913043
MCT.f.0574	0.713286713287	0.697318007663	0.70036101083	0.699619771863	0.664285714286	0.670542635659	0.37037037037	0.0	0.238317757009	0.733333333333	0.738461538462
MCT.f.0575	0.758278145695	0.751798561151	0.751700680272	0.740072202166	0.65371024735	0.708487084871	0.534693877551	0.238317757009	0.0	0.609561752988	0.759259259259
MCT.f.0577	0.731343283582	0.7	0.732824427481	0.691666666667	0.684410646388	0.670886075949	0.65	0.733333333333	0.609561752988	0.0	0.342541436464
MCT.f.0578	0.721568627451	0.687224669604	0.712550607287	0.717948717949	0.703125	0.674008810573	0.652173913043	0.738461538462	0.759259259259	0.342541436464	0.0
