	MCT.f.0514	MCT.f.0515	MCT.f.0516	MCT.f.0517	MCT.f.0519	MCT.f.0520	MCT.f.0522	MCT.f.0523	MCT.f.0524	MCT.f.0525	MCT.f.0526	MCT.f.0527
MCT.f.0514	0.0	1.29061628344	3.36879720804	5.13857211296	6.41205363287	5.34157884621	6.08917772871	6.39057747542	7.03401421844	6.65542589794	6.62116663744	6.23678098468
MCT.f.0515	1.29061628344	0.0	2.50408709341	4.59961820337	6.77520659779	5.6120993611	6.3603087384	6.35651000752	7.01069711291	6.73103685143	6.57951199763	6.33381052825
MCT.f.0516	3.36879720804	2.50408709341	0.0	2.64706125076	5.19103249991	6.21198272205	7.55269084255	7.83542924814	8.13728467603	7.86326427525	7.8394512269	7.32318332884
MCT.f.0517	5.13857211296	4.59961820337	2.64706125076	0.0	3.85497322711	5.46655650068	7.58594038888	7.86154377697	8.08232789212	7.62292310798	7.52623989503	6.981911525
MCT.f.0519	6.41205363287	6.77520659779	5.19103249991	3.85497322711	0.0	2.55501833555	5.92914062044	7.25849593482	7.30332614725	7.08428395197	7.02177901837	6.52908811894
MCT.f.0520	5.34157884621	5.6120993611	6.21198272205	5.46655650068	2.55501833555	0.0	4.10573618821	5.76679917117	6.63010474008	6.22827640204	6.10531307156	5.80564973569
MCT.f.0522	6.08917772871	6.3603087384	7.55269084255	7.58594038888	5.92914062044	4.10573618821	0.0	2.44495114412	3.33707574902	4.99930883455	6.36332377948	6.49716352204
MCT.f.0523	6.39057747542	6.35651000752	7.83542924814	7.86154377697	7.25849593482	5.76679917117	2.44495114412	0.0	1.46937693587	3.15304687858	4.47849593965	6.55816989924
MCT.f.0524	7.03401421844	7.01069711291	8.13728467603	8.08232789212	7.30332614725	6.63010474008	3.33707574902	1.46937693587	0.0	2.09860093872	3.5841644754	5.97238333315
MCT.f.0525	6.65542589794	6.73103685143	7.86326427525	7.62292310798	7.08428395197	6.22827640204	4.99930883455	3.15304687858	2.09860093872	0.0	1.76046323175	4.40625640037
MCT.f.0526	6.62116663744	6.57951199763	7.8394512269	7.52623989503	7.02177901837	6.10531307156	6.36332377948	4.47849593965	3.5841644754	1.76046323175	0.0	3.21892676269
MCT.f.0527	6.23678098468	6.33381052825	7.32318332884	6.981911525	6.52908811894	5.80564973569	6.49716352204	6.55816989924	5.97238333315	4.40625640037	3.21892676269	0.0
