	MCT.f.0242	MCT.f.0243	MCT.f.0244	MCT.f.0245	MCT.f.0247	MCT.f.0249	MCT.f.0250	MCT.f.0252	MCT.f.0254	MCT.f.0255
MCT.f.0242	0.0	0.310734463277	0.492890995261	0.62962962963	0.7375	0.70796460177	0.721030042918	0.746212121212	0.76	0.714285714286
MCT.f.0243	0.310734463277	0.0	0.270408163265	0.454148471616	0.753846153846	0.717213114754	0.697959183673	0.724637681159	0.746212121212	0.702040816327
MCT.f.0244	0.492890995261	0.270408163265	0.0	0.24882629108	0.611336032389	0.718146718147	0.684824902724	0.636029411765	0.679245283019	0.673228346457
MCT.f.0245	0.62962962963	0.454148471616	0.24882629108	0.0	0.470085470085	0.710037174721	0.672932330827	0.606498194946	0.648148148148	0.666666666667
MCT.f.0247	0.7375	0.753846153846	0.611336032389	0.470085470085	0.0	0.518691588785	0.583333333333	0.630769230769	0.649193548387	0.669421487603
MCT.f.0249	0.70796460177	0.717213114754	0.718146718147	0.710037174721	0.518691588785	0.0	0.247191011236	0.5625	0.677551020408	0.665236051502
MCT.f.0250	0.721030042918	0.697959183673	0.684824902724	0.672932330827	0.583333333333	0.247191011236	0.0	0.42600896861	0.705882352941	0.70612244898
MCT.f.0252	0.746212121212	0.724637681159	0.636029411765	0.606498194946	0.630769230769	0.5625	0.42600896861	0.0	0.421739130435	0.571428571429
MCT.f.0254	0.76	0.746212121212	0.679245283019	0.648148148148	0.649193548387	0.677551020408	0.705882352941	0.421739130435	0.0	0.268421052632
MCT.f.0255	0.714285714286	0.702040816327	0.673228346457	0.666666666667	0.669421487603	0.665236051502	0.70612244898	0.571428571429	0.268421052632	0.0
