	MCT.f.0462	MCT.f.0463	MCT.f.0464	MCT.f.0467	MCT.f.0468	MCT.f.0470	MCT.f.0472	MCT.f.0473	MCT.f.0475
MCT.f.0462	0.0	0.342657342657	0.51677852349	0.740740740741	0.664516129032	0.655844155844	0.672131147541	0.693121693122	0.677966101695
MCT.f.0463	0.342657342657	0.0	0.371681415929	0.685039370079	0.583333333333	0.571428571429	0.644736842105	0.670886075949	0.631944444444
MCT.f.0464	0.51677852349	0.371681415929	0.0	0.63963963964	0.587155963303	0.574074074074	0.592592592593	0.624113475177	0.574803149606
MCT.f.0467	0.740740740741	0.685039370079	0.63963963964	0.0	0.308641975309	0.572916666667	0.679389312977	0.659090909091	0.573913043478
MCT.f.0468	0.664516129032	0.583333333333	0.587155963303	0.308641975309	0.0	0.352941176471	0.625	0.65671641791	0.508928571429
MCT.f.0470	0.655844155844	0.571428571429	0.574074074074	0.572916666667	0.352941176471	0.0	0.521008403361	0.666666666667	0.547826086957
MCT.f.0472	0.672131147541	0.644736842105	0.592592592593	0.679389312977	0.625	0.521008403361	0.0	0.229508196721	0.518248175182
MCT.f.0473	0.693121693122	0.670886075949	0.624113475177	0.659090909091	0.65671641791	0.666666666667	0.229508196721	0.0	0.3828125
MCT.f.0475	0.677966101695	0.631944444444	0.574803149606	0.573913043478	0.508928571429	0.547826086957	0.518248175182	0.3828125	0.0
