	MCT.f.0293	MCT.f.0294	MCT.f.0295	MCT.f.0296	MCT.f.0297	MCT.f.0298	MCT.f.0299	MCT.f.0300	MCT.f.0301	MCT.f.0302	MCT.f.0303	MCT.f.0304	MCT.f.0305	MCT.f.0306
MCT.f.0293	0.0	0.25786163522	0.479591836735	0.628205128205	0.642857142857	0.606986899563	0.635964912281	0.724890829694	0.755186721992	0.758196721311	0.736170212766	0.713615023474	0.741463414634	0.697297297297
MCT.f.0294	0.25786163522	0.0	0.292553191489	0.477876106195	0.495652173913	0.648221343874	0.614107883817	0.698347107438	0.728346456693	0.7265625	0.75	0.719827586207	0.705069124424	0.666666666667
MCT.f.0295	0.479591836735	0.292553191489	0.0	0.253588516746	0.308755760369	0.506172839506	0.551020408163	0.63967611336	0.65625	0.680608365019	0.732342007435	0.712550607287	0.731092436975	0.727678571429
MCT.f.0296	0.628205128205	0.477876106195	0.253588516746	0.0	0.0693069306931	0.30701754386	0.35652173913	0.629770992366	0.679856115108	0.654545454545	0.722807017544	0.722846441948	0.740310077519	0.777777777778
MCT.f.0297	0.642857142857	0.495652173913	0.308755760369	0.0693069306931	0.0	0.260089686099	0.311111111111	0.5953307393	0.672661870504	0.647272727273	0.715789473684	0.72962962963	0.737451737452	0.755020080321
MCT.f.0298	0.606986899563	0.648221343874	0.506172839506	0.30701754386	0.260089686099	0.0	0.183574879227	0.5125	0.60153256705	0.656934306569	0.683636363636	0.71102661597	0.748062015504	0.766129032258
MCT.f.0299	0.635964912281	0.614107883817	0.551020408163	0.35652173913	0.311111111111	0.183574879227	0.0	0.391705069124	0.5	0.577075098814	0.664150943396	0.70703125	0.729838709677	0.742616033755
MCT.f.0300	0.724890829694	0.698347107438	0.63967611336	0.629770992366	0.5953307393	0.5125	0.391705069124	0.0	0.221052631579	0.428571428571	0.53711790393	0.72131147541	0.724137931034	0.683962264151
MCT.f.0301	0.755186721992	0.728346456693	0.65625	0.679856115108	0.672661870504	0.60153256705	0.5	0.221052631579	0.0	0.28078817734	0.404651162791	0.608695652174	0.71186440678	0.730088495575
MCT.f.0302	0.758196721311	0.7265625	0.680608365019	0.654545454545	0.647272727273	0.656934306569	0.577075098814	0.428571428571	0.28078817734	0.0	0.159574468085	0.43961352657	0.558685446009	0.733624454148
MCT.f.0303	0.736170212766	0.75	0.732342007435	0.722807017544	0.715789473684	0.683636363636	0.664150943396	0.53711790393	0.404651162791	0.159574468085	0.0	0.322751322751	0.472081218274	0.672897196262
MCT.f.0304	0.713615023474	0.719827586207	0.712550607287	0.722846441948	0.72962962963	0.71102661597	0.70703125	0.72131147541	0.608695652174	0.43961352657	0.322751322751	0.0	0.2625	0.533707865169
MCT.f.0305	0.741463414634	0.705069124424	0.731092436975	0.740310077519	0.737451737452	0.748062015504	0.729838709677	0.724137931034	0.71186440678	0.558685446009	0.472081218274	0.2625	0.0	0.355704697987
MCT.f.0306	0.697297297297	0.666666666667	0.727678571429	0.777777777778	0.755020080321	0.766129032258	0.742616033755	0.683962264151	0.730088495575	0.733624454148	0.672897196262	0.533707865169	0.355704697987	0.0
