	sample1	sample15	sample2	sample16	sample3	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
sample1	0.0	0.0	6.05433993385	6.05433993385	7.88345625527	10.125997884	10.6089708376	9.77314522102	8.07835711254	9.02567880228	10.1539417001	9.58299591719	10.9595639225	10.8920767798	9.12131479313
sample15	0.0	0.0	6.05433993385	6.05433993385	7.88345625527	10.125997884	10.6089708376	9.77314522102	8.07835711254	9.02567880228	10.1539417001	9.58299591719	10.9595639225	10.8920767798	9.12131479313
sample2	6.05433993385	6.05433993385	0.0	0.0	6.96345781769	9.86418408333	9.10501580647	8.84331726528	6.81940239872	5.25694898326	9.51514474905	6.84883658316	10.6611367735	9.53820754101	7.43682249459
sample16	6.05433993385	6.05433993385	0.0	0.0	6.96345781769	9.86418408333	9.10501580647	8.84331726528	6.81940239872	5.25694898326	9.51514474905	6.84883658316	10.6611367735	9.53820754101	7.43682249459
sample3	7.88345625527	7.88345625527	6.96345781769	6.96345781769	0.0	9.99751925839	8.87170508705	7.70602516001	6.92261667331	8.82550949987	9.82646165375	7.58011176518	10.5816950538	9.82979149458	9.02094426695
sample5	10.125997884	10.125997884	9.86418408333	9.86418408333	9.99751925839	0.0	6.34402321785	10.0966387708	9.30701710885	6.66341501852	10.913423673	10.6159594274	7.03702131134	7.5882369416	8.90646748985
sample6	10.6089708376	10.6089708376	9.10501580647	9.10501580647	8.87170508705	6.34402321785	0.0	8.60733144823	9.31574410443	5.89240221496	11.416163156	7.87109630315	7.64413309272	6.83089334771	9.56420867552
sample7	9.77314522102	9.77314522102	8.84331726528	8.84331726528	7.70602516001	10.0966387708	8.60733144823	0.0	8.205020258	9.4731319649	9.37027714892	8.05724827279	9.67432944316	8.67744141396	9.97620862458
sample8	8.07835711254	8.07835711254	6.81940239872	6.81940239872	6.92261667331	9.30701710885	9.31574410443	8.205020258	0.0	7.81812929628	8.7717807314	8.98909106758	9.69434851299	9.41767362266	8.41534718762
sample9	9.02567880228	9.02567880228	5.25694898326	5.25694898326	8.82550949987	6.66341501852	5.89240221496	9.4731319649	7.81812929628	0.0	9.89224942054	7.43211706128	7.45399135053	6.79022341727	6.7246062277
sample10	10.1539417001	10.1539417001	9.51514474905	9.51514474905	9.82646165375	10.913423673	11.416163156	9.37027714892	8.7717807314	9.89224942054	0.0	10.7341970378	10.1358261292	11.1801415182	9.883514908
sample11	9.58299591719	9.58299591719	6.84883658316	6.84883658316	7.58011176518	10.6159594274	7.87109630315	8.05724827279	8.98909106758	7.43211706128	10.7341970378	0.0	10.9214142704	9.85173470518	8.54451974228
sample12	10.9595639225	10.9595639225	10.6611367735	10.6611367735	10.5816950538	7.03702131134	7.64413309272	9.67432944316	9.69434851299	7.45399135053	10.1358261292	10.9214142704	0.0	4.23392764898	8.64149686785
sample13	10.8920767798	10.8920767798	9.53820754101	9.53820754101	9.82979149458	7.5882369416	6.83089334771	8.67744141396	9.41767362266	6.79022341727	11.1801415182	9.85173470518	4.23392764898	0.0	9.57022960155
sample14	9.12131479313	9.12131479313	7.43682249459	7.43682249459	9.02094426695	8.90646748985	9.56420867552	9.97620862458	8.41534718762	6.7246062277	9.883514908	8.54451974228	8.64149686785	9.57022960155	0.0
