	sample1	sample15	sample2	sample16	sample3	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
sample1	0.0	0.0	0.551020408163	0.551020408163	0.696629213483	0.833333333333	0.848837209302	0.88785046729	0.745098039216	0.79381443299	0.833333333333	0.85	0.913978494624	0.882352941176	0.854368932039
sample15	0.0	0.0	0.551020408163	0.551020408163	0.696629213483	0.833333333333	0.848837209302	0.88785046729	0.745098039216	0.79381443299	0.833333333333	0.85	0.913978494624	0.882352941176	0.854368932039
sample2	0.551020408163	0.551020408163	0.0	0.0	0.679611650485	0.842105263158	0.81	0.879032258065	0.642201834862	0.587628865979	0.777777777778	0.715447154472	0.90990990991	0.838383838384	0.722222222222
sample16	0.551020408163	0.551020408163	0.0	0.0	0.679611650485	0.842105263158	0.81	0.879032258065	0.642201834862	0.587628865979	0.777777777778	0.715447154472	0.90990990991	0.838383838384	0.722222222222
sample3	0.696629213483	0.696629213483	0.679611650485	0.679611650485	0.0	0.884210526316	0.822784810127	0.771739130435	0.729166666667	0.831578947368	0.872340425532	0.788990825688	0.882352941176	0.873417721519	0.88
sample5	0.833333333333	0.833333333333	0.842105263158	0.842105263158	0.884210526316	0.0	0.813333333333	0.876288659794	0.82	0.755813953488	0.866666666667	0.846846846847	0.876543209877	0.785714285714	0.838709677419
sample6	0.848837209302	0.848837209302	0.81	0.81	0.822784810127	0.813333333333	0.0	0.843373493976	0.820224719101	0.763157894737	0.844155844156	0.722222222222	0.78125	0.588235294118	0.920454545455
sample7	0.88785046729	0.88785046729	0.879032258065	0.879032258065	0.771739130435	0.876288659794	0.843373493976	0.0	0.842592592593	0.871287128713	0.887755102041	0.836206896552	0.80487804878	0.85	0.894230769231
sample8	0.745098039216	0.745098039216	0.642201834862	0.642201834862	0.729166666667	0.82	0.820224719101	0.842592592593	0.0	0.677419354839	0.703296703297	0.838709677419	0.885416666667	0.811764705882	0.862385321101
sample9	0.79381443299	0.79381443299	0.587628865979	0.587628865979	0.831578947368	0.755813953488	0.763157894737	0.871287128713	0.677419354839	0.0	0.755813953488	0.656565656566	0.870588235294	0.695652173913	0.654761904762
sample10	0.833333333333	0.833333333333	0.777777777778	0.777777777778	0.872340425532	0.866666666667	0.844155844156	0.887755102041	0.703296703297	0.755813953488	0.0	0.857142857143	0.8625	0.802816901408	0.92
sample11	0.85	0.85	0.715447154472	0.715447154472	0.788990825688	0.846846846847	0.722222222222	0.836206896552	0.838709677419	0.656565656566	0.857142857143	0.0	0.896226415094	0.752808988764	0.72380952381
sample12	0.913978494624	0.913978494624	0.90990990991	0.90990990991	0.882352941176	0.876543209877	0.78125	0.80487804878	0.885416666667	0.870588235294	0.8625	0.896226415094	0.0	0.84375	0.845238095238
sample13	0.882352941176	0.882352941176	0.838383838384	0.838383838384	0.873417721519	0.785714285714	0.588235294118	0.85	0.811764705882	0.695652173913	0.802816901408	0.752808988764	0.84375	0.0	0.8625
sample14	0.854368932039	0.854368932039	0.722222222222	0.722222222222	0.88	0.838709677419	0.920454545455	0.894230769231	0.862385321101	0.654761904762	0.92	0.72380952381	0.845238095238	0.8625	0.0
