	MCT.f.0307	MCT.f.0308	MCT.f.0310	MCT.f.0311	MCT.f.0312	MCT.f.0313	MCT.f.0314	MCT.f.0315	MCT.f.0316	MCT.f.0318	MCT.f.0319	MCT.f.0320	MCT.f.0321	MCT.f.0322	MCT.f.0323
MCT.f.0307	0.0	5.04175121753	8.74749451462	8.99473499473	7.51192669071	8.23565674831	8.40164222874	8.58696810749	8.61930850606	7.75409185768	7.96715049656	8.98137156961	7.16139214105	7.97755600105	7.77618535311
MCT.f.0308	5.04175121753	0.0	8.08267931887	8.09143696253	7.00086133045	7.93926657796	7.92027217742	8.21133403078	8.52080918874	7.53794716965	7.16295955882	8.35573388009	6.69464333512	7.77172469239	7.56476516272
MCT.f.0310	8.74749451462	8.08267931887	0.0	4.58006574445	6.48540427377	7.75806267986	7.88169882653	5.57081570461	5.79915126957	7.57087328009	6.98588056227	6.64813666949	7.23140027182	6.28291093337	6.9221807931
MCT.f.0311	8.99473499473	8.09143696253	4.58006574445	0.0	4.16914075198	5.72618418188	6.61483712451	5.70519154536	6.44362074296	7.85078849222	6.49223394518	6.52445328916	6.36159499971	6.26608731978	6.65604146373
MCT.f.0312	7.51192669071	7.00086133045	6.48540427377	4.16914075198	0.0	3.56025516705	4.69810604022	5.07405710285	6.52464539147	6.31755378169	5.11698801094	4.68320398665	4.23652609791	5.82928702274	6.46679267372
MCT.f.0313	8.23565674831	7.93926657796	7.75806267986	5.72618418188	3.56025516705	0.0	3.0652095475	5.5533681126	6.91447732417	7.19370924434	7.0281978384	6.15015178418	5.18943973111	6.76417131986	7.09093632755
MCT.f.0314	8.40164222874	7.92027217742	7.88169882653	6.61483712451	4.69810604022	3.0652095475	0.0	5.25375879607	6.63815424055	7.11628839481	7.25430740038	6.47605313093	5.64840229329	7.51982680234	7.78102309601
MCT.f.0315	8.58696810749	8.21133403078	5.57081570461	5.70519154536	5.07405710285	5.5533681126	5.25375879607	0.0	3.00860784117	6.23453486271	6.47805022657	5.85366926302	5.93821136707	5.26497262769	5.9879931499
MCT.f.0316	8.61930850606	8.52080918874	5.79915126957	6.44362074296	6.52464539147	6.91447732417	6.63815424055	3.00860784117	0.0	5.03324274645	6.714751331	6.89591261874	6.79139214657	5.70577951613	5.94009561503
MCT.f.0318	7.75409185768	7.53794716965	7.57087328009	7.85078849222	6.31755378169	7.19370924434	7.11628839481	6.23453486271	5.03324274645	0.0	4.77315053511	5.79316519743	5.69001367833	6.86907849586	7.11685801174
MCT.f.0319	7.96715049656	7.16295955882	6.98588056227	6.49223394518	5.11698801094	7.0281978384	7.25430740038	6.47805022657	6.714751331	4.77315053511	0.0	3.65791855204	4.23821220137	6.24901960784	6.62164984337
MCT.f.0320	8.98137156961	8.35573388009	6.64813666949	6.52445328916	4.68320398665	6.15015178418	6.47605313093	5.85366926302	6.89591261874	5.79316519743	3.65791855204	0.0	4.35090643077	5.96940386893	6.52558301427
MCT.f.0321	7.16139214105	6.69464333512	7.23140027182	6.36159499971	4.23652609791	5.18943973111	5.64840229329	5.93821136707	6.79139214657	5.69001367833	4.23821220137	4.35090643077	0.0	4.7240513727	5.97953701709
MCT.f.0322	7.97755600105	7.77172469239	6.28291093337	6.26608731978	5.82928702274	6.76417131986	7.51982680234	5.26497262769	5.70577951613	6.86907849586	6.24901960784	5.96940386893	4.7240513727	0.0	2.70462518036
MCT.f.0323	7.77618535311	7.56476516272	6.9221807931	6.65604146373	6.46679267372	7.09093632755	7.78102309601	5.9879931499	5.94009561503	7.11685801174	6.62164984337	6.52558301427	5.97953701709	2.70462518036	0.0
