	MCT.f.0307	MCT.f.0308	MCT.f.0310	MCT.f.0311	MCT.f.0312	MCT.f.0313	MCT.f.0314	MCT.f.0315	MCT.f.0316	MCT.f.0318	MCT.f.0319	MCT.f.0320	MCT.f.0321	MCT.f.0322	MCT.f.0323
MCT.f.0307	0.0	0.45	0.656934306569	0.748691099476	0.79	0.804545454545	0.791469194313	0.81974248927	0.799065420561	0.806167400881	0.816037735849	0.852380952381	0.84388185654	0.837301587302	0.825910931174
MCT.f.0308	0.45	0.0	0.401459854015	0.542553191489	0.608040201005	0.687224669604	0.716814159292	0.729508196721	0.735930735931	0.776	0.751091703057	0.784140969163	0.764	0.771535580524	0.759541984733
MCT.f.0310	0.656934306569	0.401459854015	0.0	0.307262569832	0.40625	0.5	0.582222222222	0.633064516129	0.69512195122	0.754646840149	0.74	0.734439834025	0.709923664122	0.729537366548	0.717391304348
MCT.f.0311	0.748691099476	0.542553191489	0.307262569832	0.0	0.176767676768	0.294642857143	0.380952380952	0.501901140684	0.622710622711	0.668941979522	0.669064748201	0.686131386861	0.635416666667	0.683706070288	0.672077922078
MCT.f.0312	0.79	0.608040201005	0.40625	0.176767676768	0.0	0.175355450237	0.301801801802	0.412	0.547892720307	0.649484536082	0.638686131387	0.650557620818	0.595744680851	0.643790849673	0.63122923588
MCT.f.0313	0.804545454545	0.687224669604	0.5	0.294642857143	0.175355450237	0.0	0.215246636771	0.373540856031	0.507462686567	0.591836734694	0.650684931507	0.666666666667	0.628289473684	0.662576687117	0.638364779874
MCT.f.0314	0.791469194313	0.716814159292	0.582222222222	0.380952380952	0.301801801802	0.215246636771	0.0	0.23275862069	0.41935483871	0.528985507246	0.606498194946	0.63768115942	0.608843537415	0.666666666667	0.650793650794
MCT.f.0315	0.81974248927	0.729508196721	0.633064516129	0.501901140684	0.412	0.373540856031	0.23275862069	0.0	0.239316239316	0.450909090909	0.570422535211	0.615384615385	0.593442622951	0.63829787234	0.630769230769
MCT.f.0316	0.799065420561	0.735930735931	0.69512195122	0.622710622711	0.547892720307	0.507462686567	0.41935483871	0.239316239316	0.0	0.285714285714	0.472440944882	0.568181818182	0.567944250871	0.617363344051	0.609120521173
MCT.f.0318	0.806167400881	0.776	0.754646840149	0.668941979522	0.649484536082	0.591836734694	0.528985507246	0.450909090909	0.285714285714	0.0	0.274678111588	0.412955465587	0.425925925926	0.544262295082	0.595541401274
MCT.f.0319	0.816037735849	0.751091703057	0.74	0.669064748201	0.638686131387	0.650684931507	0.606498194946	0.570422535211	0.472440944882	0.274678111588	0.0	0.211538461538	0.269230769231	0.480286738351	0.553264604811
MCT.f.0320	0.852380952381	0.784140969163	0.734439834025	0.686131386861	0.650557620818	0.666666666667	0.63768115942	0.615384615385	0.568181818182	0.412955465587	0.211538461538	0.0	0.188073394495	0.431818181818	0.52688172043
MCT.f.0321	0.84388185654	0.764	0.709923664122	0.635416666667	0.595744680851	0.628289473684	0.608843537415	0.593442622951	0.567944250871	0.425925925926	0.269230769231	0.188073394495	0.0	0.293893129771	0.408602150538
MCT.f.0322	0.837301587302	0.771535580524	0.729537366548	0.683706070288	0.643790849673	0.662576687117	0.666666666667	0.63829787234	0.617363344051	0.544262295082	0.480286738351	0.431818181818	0.293893129771	0.0	0.148
MCT.f.0323	0.825910931174	0.759541984733	0.717391304348	0.672077922078	0.63122923588	0.638364779874	0.650793650794	0.630769230769	0.609120521173	0.595541401274	0.553264604811	0.52688172043	0.408602150538	0.148	0.0
