	sample1	sample2	sample3	sample4	sample7	sample8	sample9	sample10	sample13	sample14	sample15
sample1	0.0	7.52930699755	6.05418651335	6.48176903271	8.33467123695	7.71440144714	6.81230530534	6.54124350479	8.42473466333	7.90991910558	8.54454528758
sample2	7.52930699755	0.0	8.37377068454	8.1796045562	8.10559776439	8.18757696487	8.14069264069	8.61108601543	10.274316728	9.51753839768	8.70304695305
sample3	6.05418651335	8.37377068454	0.0	5.69065356914	8.74619085021	8.56527591541	7.0941813871	6.0630596438	7.27643064985	8.58236783014	8.42299964827
sample4	6.48176903271	8.1796045562	5.69065356914	0.0	8.90414971965	8.44395467774	7.36022842406	5.77219799421	7.18023862451	9.22669937498	8.11848907594
sample7	8.33467123695	8.10559776439	8.74619085021	8.90414971965	0.0	8.68268329181	8.52561015673	9.68765699489	9.12227254014	7.66570605187	9.49523387276
sample8	7.71440144714	8.18757696487	8.56527591541	8.44395467774	8.68268329181	0.0	8.06375651794	8.53324589839	10.7171314741	9.99169077116	8.35129810429
sample9	6.81230530534	8.14069264069	7.0941813871	7.36022842406	8.52561015673	8.06375651794	0.0	6.74822761779	8.83073808447	7.62783411414	7.39196914197
sample10	6.54124350479	8.61108601543	6.0630596438	5.77219799421	9.68765699489	8.53324589839	6.74822761779	0.0	6.96418528476	8.93603760742	7.86064659978
sample13	8.42473466333	10.274316728	7.27643064985	7.18023862451	9.12227254014	10.7171314741	8.83073808447	6.96418528476	0.0	8.98698776178	9.63252419223
sample14	7.90991910558	9.51753839768	8.58236783014	9.22669937498	7.66570605187	9.99169077116	7.62783411414	8.93603760742	8.98698776178	0.0	9.99586030408
sample15	8.54454528758	8.70304695305	8.42299964827	8.11848907594	9.49523387276	8.35129810429	7.39196914197	7.86064659978	9.63252419223	9.99586030408	0.0
