	MCT.f.0375	MCT.f.0376	MCT.f.0377	MCT.f.0378	MCT.f.0379	MCT.f.0380	MCT.f.0381	MCT.f.0382	MCT.f.0383	MCT.f.0384	MCT.f.0385	MCT.f.0386	MCT.f.0387	MCT.f.0388	MCT.f.0389	MCT.f.0390	MCT.f.0391
MCT.f.0375	0.0	3.52755740581	5.32562950194	5.81600780996	5.84730350755	6.43570609616	6.70700402754	7.59588412791	7.49872481433	7.40998682326	7.30997092431	7.0159347107	6.20884144726	6.23185416989	5.11592934975	5.72542707518	6.08007637123
MCT.f.0376	3.52755740581	0.0	3.70736697288	5.1871001642	5.76658236656	6.29601646098	6.46337406436	7.51984539914	6.801322294	7.39037922344	6.95671632825	6.99242137173	6.1708977737	6.41236230013	5.57895928883	5.87685648457	5.67491772786
MCT.f.0377	5.32562950194	3.70736697288	0.0	3.1391042471	4.99701098071	6.2536477486	6.36821942536	7.07105492589	7.06022011457	7.25977816256	6.95353768403	7.03877023877	6.60364550597	7.18129099974	5.50798277469	6.09293604915	5.86580314755
MCT.f.0378	5.81600780996	5.1871001642	3.1391042471	0.0	3.57308764344	5.95521000408	5.56820779221	6.62578861305	7.3310134439	7.19420188354	7.07808826945	7.48475524476	6.2017807309	7.1653481276	5.54455851877	6.62457590785	6.80175775538
MCT.f.0379	5.84730350755	5.76658236656	4.99701098071	3.57308764344	0.0	4.64722881584	5.93134356081	6.47557174509	7.88586265963	7.2949435925	6.63524659985	6.50027543276	6.89237620814	6.24024605265	5.77548209557	6.28663502315	6.87109878803
MCT.f.0380	6.43570609616	6.29601646098	6.2536477486	5.95521000408	4.64722881584	0.0	3.70700755001	4.68557075121	6.30939081346	6.60610622416	5.4826974697	5.42377444946	6.35111189786	5.90543449142	5.57106928343	6.45088397655	6.62364895186
MCT.f.0381	6.70700402754	6.46337406436	6.36821942536	5.56820779221	5.93134356081	3.70700755001	0.0	3.38164288514	5.17379002453	6.12443863339	6.04715145482	6.18001046572	5.04746947405	5.85576490084	5.60596648128	6.20544037629	5.48456364817
MCT.f.0382	7.59588412791	7.51984539914	7.07105492589	6.62578861305	6.47557174509	4.68557075121	3.38164288514	0.0	4.53361667934	5.76872976443	6.05847990322	6.24602140835	6.03504343828	6.55875251306	6.50493132278	6.99453606674	6.32962436835
MCT.f.0383	7.49872481433	6.801322294	7.06022011457	7.3310134439	7.88586265963	6.30939081346	5.17379002453	4.53361667934	0.0	4.61487127097	6.22330909325	6.93747501399	5.95356814138	6.51317126487	6.48185296852	6.86750559664	5.98400829146
MCT.f.0384	7.40998682326	7.39037922344	7.25977816256	7.19420188354	7.2949435925	6.60610622416	6.12443863339	5.76872976443	4.61487127097	0.0	3.73835405485	5.53706553428	6.08108656691	6.25769397193	6.12242798013	6.21935595226	6.29908652049
MCT.f.0385	7.30997092431	6.95671632825	6.95353768403	7.07808826945	6.63524659985	5.4826974697	6.04715145482	6.05847990322	6.22330909325	3.73835405485	0.0	3.39588663369	5.60478351295	5.78796669035	6.19961476369	6.66545807955	6.35273083021
MCT.f.0386	7.0159347107	6.99242137173	7.03877023877	7.48475524476	6.50027543276	5.42377444946	6.18001046572	6.24602140835	6.93747501399	5.53706553428	3.39588663369	0.0	4.11072803166	5.04913775545	5.66877870445	6.60675233688	6.20453820039
MCT.f.0387	6.20884144726	6.1708977737	6.60364550597	6.2017807309	6.89237620814	6.35111189786	5.04746947405	6.03504343828	5.95356814138	6.08108656691	5.60478351295	4.11072803166	0.0	4.31525174983	5.18129303432	6.35130341936	5.2822766895
MCT.f.0388	6.23185416989	6.41236230013	7.18129099974	7.1653481276	6.24024605265	5.90543449142	5.85576490084	6.55875251306	6.51317126487	6.25769397193	5.78796669035	5.04913775545	4.31525174983	0.0	3.82029888136	5.00098935627	5.30597295519
MCT.f.0389	5.11592934975	5.57895928883	5.50798277469	5.54455851877	5.77548209557	5.57106928343	5.60596648128	6.50493132278	6.48185296852	6.12242798013	6.19961476369	5.66877870445	5.18129303432	3.82029888136	0.0	3.78433928574	4.88869372725
MCT.f.0390	5.72542707518	5.87685648457	6.09293604915	6.62457590785	6.28663502315	6.45088397655	6.20544037629	6.99453606674	6.86750559664	6.21935595226	6.66545807955	6.60675233688	6.35130341936	5.00098935627	3.78433928574	0.0	2.85186613572
MCT.f.0391	6.08007637123	5.67491772786	5.86580314755	6.80175775538	6.87109878803	6.62364895186	5.48456364817	6.32962436835	5.98400829146	6.29908652049	6.35273083021	6.20453820039	5.2822766895	5.30597295519	4.88869372725	2.85186613572	0.0
