	sample1	sample2	sample5	sample6	sample8	sample9	sample10	sample11	sample12	sample13	sample14
sample1	0.0	8.31608071436	8.90765881308	9.47160273241	8.68440442079	9.32264345015	9.96782281172	8.40681404639	9.5207092851	10.9692570403	10.7367097482
sample2	8.31608071436	0.0	7.50426284051	8.0298750679	6.31594860166	6.3374033374	7.92552056665	7.47626771714	9.00998199967	9.48484848485	10.2364066194
sample5	8.90765881308	7.50426284051	0.0	7.50259850233	8.27802780501	8.22255813086	8.47330609945	7.22482708061	8.34524184679	9.71241674386	9.92776177646
sample6	9.47160273241	8.0298750679	7.50259850233	0.0	9.00911771553	9.17316629294	9.00893842757	8.1387971469	8.44300217833	9.60603756193	9.87895396813
sample8	8.68440442079	6.31594860166	8.27802780501	9.00911771553	0.0	5.93118785976	7.80538183015	7.12639654402	8.07800336629	9.85110286539	9.80015197568
sample9	9.32264345015	6.3374033374	8.22255813086	9.17316629294	5.93118785976	0.0	7.37872208437	6.86546259904	7.81347003512	9.96083916084	10.3167394072
sample10	9.96782281172	7.92552056665	8.47330609945	9.00893842757	7.80538183015	7.37872208437	0.0	5.53090416765	8.86110979144	9.63435158032	7.36238846946
sample11	8.40681404639	7.47626771714	7.22482708061	8.1387971469	7.12639654402	6.86546259904	5.53090416765	0.0	7.55656665556	10.2603553786	8.45748563442
sample12	9.5207092851	9.00998199967	8.34524184679	8.44300217833	8.07800336629	7.81347003512	8.86110979144	7.55656665556	0.0	9.7367965368	10.9493623288
sample13	10.9692570403	9.48484848485	9.71241674386	9.60603756193	9.85110286539	9.96083916084	9.63435158032	10.2603553786	9.7367965368	0.0	9.42030947776
sample14	10.7367097482	10.2364066194	9.92776177646	9.87895396813	9.80015197568	10.3167394072	7.36238846946	8.45748563442	10.9493623288	9.42030947776	0.0
