	MCT.f.0562	MCT.f.0564	MCT.f.0565	MCT.f.0566	MCT.f.0567	MCT.f.0568	MCT.f.0570	MCT.f.0573	MCT.f.0574	MCT.f.0575	MCT.f.0577	MCT.f.0578
MCT.f.0562	0.0	8.62295655215	10.4625598107	8.1302958508	9.56350319464	9.49122540069	9.17508154432	9.80479735318	9.97992831541	9.51265111476	10.5198676065	10.931260868
MCT.f.0564	8.62295655215	0.0	9.10889502984	9.37417665702	9.91952397785	9.42820984814	9.2975497229	9.28082739884	9.86124661247	10.2539157595	8.41332451602	9.07376103464
MCT.f.0565	10.4625598107	9.10889502984	0.0	9.12772814561	8.36200947145	10.1606097221	9.20026590758	10.0898678629	8.52063492063	8.93416548384	7.48990029934	8.18364792144
MCT.f.0566	8.1302958508	9.37417665702	9.12772814561	0.0	8.07724555801	10.0750399744	11.1792622134	10.5618034235	9.23942247332	10.1966101695	9.54712513178	9.88667002293
MCT.f.0567	9.56350319464	9.91952397785	8.36200947145	8.07724555801	0.0	8.82474250296	10.7336308778	9.07475335947	8.1961352657	8.76498403341	10.002103414	9.38212082078
MCT.f.0568	9.49122540069	9.42820984814	10.1606097221	10.0750399744	8.82474250296	0.0	10.7448749755	8.92573388267	10.1875262055	9.04645027183	9.83429628961	10.1304253067
MCT.f.0570	9.17508154432	9.2975497229	9.20026590758	11.1792622134	10.7336308778	10.7448749755	0.0	9.50435745748	10.851723696	9.49532285496	9.78506978361	10.3227471536
MCT.f.0573	9.80479735318	9.28082739884	10.0898678629	10.5618034235	9.07475335947	8.92573388267	9.50435745748	0.0	9.94412278283	6.60971737393	10.3322924953	7.93882514802
MCT.f.0574	9.97992831541	9.86124661247	8.52063492063	9.23942247332	8.1961352657	10.1875262055	10.851723696	9.94412278283	0.0	8.96629001883	10.5439659755	10.4408507517
MCT.f.0575	9.51265111476	10.2539157595	8.93416548384	10.1966101695	8.76498403341	9.04645027183	9.49532285496	6.60971737393	8.96629001883	0.0	10.650656881	8.96189237568
MCT.f.0577	10.5198676065	8.41332451602	7.48990029934	9.54712513178	10.002103414	9.83429628961	9.78506978361	10.3322924953	10.5439659755	10.650656881	0.0	8.09152494197
MCT.f.0578	10.931260868	9.07376103464	8.18364792144	9.88667002293	9.38212082078	10.1304253067	10.3227471536	7.93882514802	10.4408507517	8.96189237568	8.09152494197	0.0
