	MCT.f.0530	MCT.f.0532	MCT.f.0533	MCT.f.0534	MCT.f.0535	MCT.f.0536	MCT.f.0538	MCT.f.0539	MCT.f.0540	MCT.f.0541	MCT.f.0543	MCT.f.0544
MCT.f.0530	0.0	5.89585877254	8.8421519232	9.40860675669	10.5293584841	10.8674279431	10.6040460169	9.88854651804	10.072052512	10.3783120205	10.9343080145	10.9483123848
MCT.f.0532	5.89585877254	0.0	3.04225826778	6.04270042146	9.10688856406	9.48288291937	9.29765764613	8.22062204371	8.20370409981	8.94997896501	9.3769087014	9.2384133863
MCT.f.0533	8.8421519232	3.04225826778	0.0	3.83062978708	6.86066291862	8.00084523066	8.52241303355	8.13214378921	8.45283717782	8.76557011746	8.42535118408	8.25751958884
MCT.f.0534	9.40860675669	6.04270042146	3.83062978708	0.0	4.09054622618	5.6310495495	7.56933991504	7.98283887852	8.60222934384	8.55346601106	7.8574104909	7.89790947838
MCT.f.0535	10.5293584841	9.10688856406	6.86066291862	4.09054622618	0.0	1.8378349121	5.0809975229	5.84033346261	6.82905413243	7.97201581824	8.25983296338	8.25581818825
MCT.f.0536	10.8674279431	9.48288291937	8.00084523066	5.6310495495	1.8378349121	0.0	3.39619369491	4.42245445459	6.38637725838	7.97285536137	8.05463509058	8.00537658949
MCT.f.0538	10.6040460169	9.29765764613	8.52241303355	7.56933991504	5.0809975229	3.39619369491	0.0	2.01617246942	5.07506770347	7.1599606101	8.69453659585	8.57101481271
MCT.f.0539	9.88854651804	8.22062204371	8.13214378921	7.98283887852	5.84033346261	4.42245445459	2.01617246942	0.0	3.57355321325	6.78961832405	8.94649082861	8.53439649781
MCT.f.0540	10.072052512	8.20370409981	8.45283717782	8.60222934384	6.82905413243	6.38637725838	5.07506770347	3.57355321325	0.0	3.50340066018	8.05666902788	8.99529364293
MCT.f.0541	10.3783120205	8.94997896501	8.76557011746	8.55346601106	7.97201581824	7.97285536137	7.1599606101	6.78961832405	3.50340066018	0.0	6.18429231986	8.91947829504
MCT.f.0543	10.9343080145	9.3769087014	8.42535118408	7.8574104909	8.25983296338	8.05463509058	8.69453659585	8.94649082861	8.05666902788	6.18429231986	0.0	3.08665117694
MCT.f.0544	10.9483123848	9.2384133863	8.25751958884	7.89790947838	8.25581818825	8.00537658949	8.57101481271	8.53439649781	8.99529364293	8.91947829504	3.08665117694	0.0
