	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16
sample1	0.0	7.65655994001	8.94722231861	9.18195104129	9.26848946661	9.73661992785	9.95888172824	9.28469605946	7.4922256034	7.50882523795	10.9367782972	10.5689091068	10.2948190277	10.4647092038	9.20539631888	9.86412243068
sample2	7.65655994001	0.0	8.93242641351	9.58936308008	9.98540497382	9.2402438858	7.69342926846	8.23913016418	6.81044472642	7.5961171837	11.253911968	8.50751708428	9.72907118222	10.2092713664	9.77182295041	9.86185801846
sample3	8.94722231861	8.93242641351	0.0	10.0844013583	10.1762944192	9.83263640317	8.511960439	8.91958970602	9.01777211203	8.93057620942	10.0528902455	10.1064285152	10.222644769	8.77630414278	9.65224745016	10.098658066
sample4	9.18195104129	9.58936308008	10.0844013583	0.0	7.74484536082	9.50449101796	10.0924618282	10.5583413693	8.59507829978	7.80744815912	9.95239539115	10.4569594035	9.12178124262	9.1734402852	9.875382263	9.96876895088
sample5	9.26848946661	9.98540497382	10.1762944192	7.74484536082	0.0	8.37508488178	8.66685319502	9.29229339192	9.58340828894	8.84617666691	9.73195876289	10.0552490199	9.34252473813	10.3712277413	9.7057599546	10.6701030928
sample6	9.73661992785	9.2402438858	9.83263640317	9.50449101796	8.37508488178	0.0	6.49112422337	8.17234383692	8.55509785798	8.98450580853	9.01152334506	8.21766888758	6.86939374264	10.2713508049	10.0900950393	10.4304895364
sample7	9.95888172824	7.69342926846	8.511960439	10.0924618282	8.66685319502	6.49112422337	0.0	7.89191964133	7.73224418882	9.58281391588	8.88151862773	8.7564468229	9.20329334038	9.56913483177	10.3558924365	9.86858360416
sample8	9.28469605946	8.23913016418	8.91958970602	10.5583413693	9.29229339192	8.17234383692	7.89191964133	0.0	8.74854219386	7.52266383614	9.0102529435	8.26819056415	8.97919547041	10.5693705202	8.32105078458	10.6335136049
sample9	7.4922256034	6.81044472642	9.01777211203	8.59507829978	9.58340828894	8.55509785798	7.73224418882	8.74854219386	0.0	5.88225258719	9.67830208261	9.48592494565	9.79450688661	10.0308899155	9.93439443384	9.83795751747
sample10	7.50882523795	7.5961171837	8.93057620942	7.80744815912	8.84617666691	8.98450580853	9.58281391588	7.52266383614	5.88225258719	0.0	8.63887858785	9.71654000743	9.86830776343	10.2391229873	7.61511891404	9.19802714529
sample11	10.9367782972	11.253911968	10.0528902455	9.95239539115	9.73195876289	9.01152334506	8.88151862773	9.0102529435	9.67830208261	8.63887858785	0.0	10.4582546827	10.3651306256	8.81021109475	8.52791702134	10.3402061856
sample12	10.5689091068	8.50751708428	10.1064285152	10.4569594035	10.0552490199	8.21766888758	8.7564468229	8.26819056415	9.48592494565	9.71654000743	10.4582546827	0.0	9.32707732338	11.2526065484	10.173614162	10.1512995499
sample13	10.2948190277	9.72907118222	10.222644769	9.12178124262	9.34252473813	6.86939374264	9.20329334038	8.97919547041	9.79450688661	9.86830776343	10.3651306256	9.32707732338	0.0	9.37026026183	10.192457905	10.0638637022
sample14	10.4647092038	10.2092713664	8.77630414278	9.1734402852	10.3712277413	10.2713508049	9.56913483177	10.5693705202	10.0308899155	10.2391229873	8.81021109475	11.2526065484	9.37026026183	0.0	8.91441677588	10.4112866515
sample15	9.20539631888	9.77182295041	9.65224745016	9.875382263	9.7057599546	10.0900950393	10.3558924365	8.32105078458	9.93439443384	7.61511891404	8.52791702134	10.173614162	10.192457905	8.91441677588	0.0	6.32393833349
sample16	9.86412243068	9.86185801846	10.098658066	9.96876895088	10.6701030928	10.4304895364	9.86858360416	10.6335136049	9.83795751747	9.19802714529	10.3402061856	10.1512995499	10.0638637022	10.4112866515	6.32393833349	0.0
