	MCT.f.0580	MCT.f.0581	MCT.f.0582	MCT.f.0583	MCT.f.0585	MCT.f.0586	MCT.f.0587	MCT.f.0590	MCT.f.0592	MCT.f.0593	MCT.f.0595
MCT.f.0580	0.0	3.44110989612	4.8443422687	5.38058551618	6.36318521912	6.56223860885	6.71215319963	7.43803272264	7.12622477395	7.19544491525	7.69049820236
MCT.f.0581	3.44110989612	0.0	2.51393578891	6.72989681764	6.73215925603	7.11051529116	7.16569349153	8.23409285847	7.63633318066	7.76050403226	7.76385793418
MCT.f.0582	4.8443422687	2.51393578891	0.0	4.94734579841	5.923468149	6.41899235516	6.54408802882	8.11592123423	6.57465030522	6.42762263593	7.20275091339
MCT.f.0583	5.38058551618	6.72989681764	4.94734579841	0.0	6.36958776959	6.90793650794	7.37925672708	7.32366049707	6.70536330171	5.03765782828	6.25454545455
MCT.f.0585	6.36318521912	6.73215925603	5.923468149	6.36958776959	0.0	4.46287586288	5.42953388171	7.79730250482	6.06018675877	5.8884009009	7.20382200382
MCT.f.0586	6.56223860885	7.11051529116	6.41899235516	6.90793650794	4.46287586288	0.0	3.20644619775	8.9071090759	7.39916756671	6.42597402597	8.04415584416
MCT.f.0587	6.71215319963	7.16569349153	6.54408802882	7.37925672708	5.42953388171	3.20644619775	0.0	8.04462165106	5.96370813004	6.48554641598	7.14443613574
MCT.f.0590	7.43803272264	8.23409285847	8.11592123423	7.32366049707	7.79730250482	8.9071090759	8.04462165106	0.0	6.94748443527	6.38551300578	7.17337537222
MCT.f.0592	7.12622477395	7.63633318066	6.57465030522	6.70536330171	6.06018675877	7.39916756671	5.96370813004	6.94748443527	0.0	4.98014705882	4.52999774622
MCT.f.0593	7.19544491525	7.76050403226	6.42762263593	5.03765782828	5.8884009009	6.42597402597	6.48554641598	6.38551300578	4.98014705882	0.0	5.67133838384
MCT.f.0595	7.69049820236	7.76385793418	7.20275091339	6.25454545455	7.20382200382	8.04415584416	7.14443613574	7.17337537222	4.52999774622	5.67133838384	0.0
