	MCT.f.0579	MCT.f.0580	MCT.f.0581	MCT.f.0582	MCT.f.0583	MCT.f.0585	MCT.f.0586	MCT.f.0587	MCT.f.0590	MCT.f.0592	MCT.f.0593	MCT.f.0595
MCT.f.0579	0.0	0.528571428571	0.645161290323	0.70796460177	0.745614035088	0.760869565217	0.740157480315	0.748091603053	0.759398496241	0.794117647059	0.805555555556	0.789473684211
MCT.f.0580	0.528571428571	0.0	0.319587628866	0.46218487395	0.56	0.604026845638	0.612676056338	0.584507042254	0.577464788732	0.686274509804	0.69375	0.662162162162
MCT.f.0581	0.645161290323	0.319587628866	0.0	0.208695652174	0.322314049587	0.44966442953	0.552631578947	0.6	0.61963190184	0.712643678161	0.718232044199	0.660606060606
MCT.f.0582	0.70796460177	0.46218487395	0.208695652174	0.0	0.126050420168	0.292517006803	0.451612903226	0.512195121951	0.583815028902	0.629213483146	0.60773480663	0.539393939394
MCT.f.0583	0.745614035088	0.56	0.322314049587	0.126050420168	0.0	0.312925170068	0.470967741935	0.548192771084	0.609195402299	0.622857142857	0.631868131868	0.574850299401
MCT.f.0585	0.760869565217	0.604026845638	0.44966442953	0.292517006803	0.312925170068	0.0	0.209459459459	0.359756097561	0.540540540541	0.57671957672	0.621890547264	0.621761658031
MCT.f.0586	0.740157480315	0.612676056338	0.552631578947	0.451612903226	0.470967741935	0.209459459459	0.0	0.195804195804	0.52	0.550561797753	0.656565656566	0.678756476684
MCT.f.0587	0.748091603053	0.584507042254	0.6	0.512195121951	0.548192771084	0.359756097561	0.195804195804	0.0	0.425149700599	0.494252873563	0.571428571429	0.636842105263
MCT.f.0590	0.759398496241	0.577464788732	0.61963190184	0.583815028902	0.609195402299	0.540540540541	0.52	0.425149700599	0.0	0.314102564103	0.424418604651	0.555555555556
MCT.f.0592	0.794117647059	0.686274509804	0.712643678161	0.629213483146	0.622857142857	0.57671957672	0.550561797753	0.494252873563	0.314102564103	0.0	0.269230769231	0.430303030303
MCT.f.0593	0.805555555556	0.69375	0.718232044199	0.60773480663	0.631868131868	0.621890547264	0.656565656566	0.571428571429	0.424418604651	0.269230769231	0.0	0.195945945946
MCT.f.0595	0.789473684211	0.662162162162	0.660606060606	0.539393939394	0.574850299401	0.621761658031	0.678756476684	0.636842105263	0.555555555556	0.430303030303	0.195945945946	0.0
