	MCT.f.0579	MCT.f.0580	MCT.f.0581	MCT.f.0582	MCT.f.0583	MCT.f.0585	MCT.f.0586	MCT.f.0587	MCT.f.0590	MCT.f.0592	MCT.f.0593	MCT.f.0595
MCT.f.0579	0.0	4.23054668795	4.96863617968	5.46626686657	5.95169716647	6.43966498104	6.04595864662	6.74491869919	7.7889657308	6.30256486728	7.93113805155	8.11322751323
MCT.f.0580	4.23054668795	0.0	3.81081551585	4.33364602615	4.76903827508	6.02777475651	6.22315495443	6.85767058788	6.91538304216	6.68411844975	7.44185331352	7.33523691289
MCT.f.0581	4.96863617968	3.81081551585	0.0	3.05256295365	4.99522861892	5.78462734087	6.29442373639	6.99778898639	7.87583989695	6.95259245241	7.81190494754	7.38056867065
MCT.f.0582	5.46626686657	4.33364602615	3.05256295365	0.0	2.55883132814	4.18197980656	5.49891107078	5.98394298786	6.98351980079	5.62914993443	6.0689838567	5.94007996002
MCT.f.0583	5.95169716647	4.76903827508	4.99522861892	2.55883132814	0.0	4.37993125137	5.84921705089	6.44124616453	6.6037866845	5.61746752014	5.90090226704	5.7907560453
MCT.f.0585	6.43966498104	6.02777475651	5.78462734087	4.18197980656	4.37993125137	0.0	3.75202608291	4.76152241168	6.57073678108	5.696055573	5.44371735542	6.11229105211
MCT.f.0586	6.04595864662	6.22315495443	6.29442373639	5.49891107078	5.84921705089	3.75202608291	0.0	3.15211096848	6.95951221986	6.21968465004	6.36498470948	7.03469785575
MCT.f.0587	6.74491869919	6.85767058788	6.99778898639	5.98394298786	6.44124616453	4.76152241168	3.15211096848	0.0	6.12207653868	5.25129702236	5.84505606524	6.10343270099
MCT.f.0590	7.7889657308	6.91538304216	7.87583989695	6.98351980079	6.6037866845	6.57073678108	6.95951221986	6.12207653868	0.0	5.08182992023	5.16252143324	6.15651894669
MCT.f.0592	6.30256486728	6.68411844975	6.95259245241	5.62914993443	5.61746752014	5.696055573	6.21968465004	5.25129702236	5.08182992023	0.0	4.18303933398	4.59910306967
MCT.f.0593	7.93113805155	7.44185331352	7.81190494754	6.0689838567	5.90090226704	5.44371735542	6.36498470948	5.84505606524	5.16252143324	4.18303933398	0.0	3.51189262657
MCT.f.0595	8.11322751323	7.33523691289	7.38056867065	5.94007996002	5.7907560453	6.11229105211	7.03469785575	6.10343270099	6.15651894669	4.59910306967	3.51189262657	0.0
