	MCT.f.0361	MCT.f.0362	MCT.f.0363	MCT.f.0364	MCT.f.0365	MCT.f.0366	MCT.f.0368	MCT.f.0369	MCT.f.0370	MCT.f.0371	MCT.f.0372	MCT.f.0374
MCT.f.0361	0.0	1.94936188085	2.83194891502	4.45545309716	4.33419723984	4.50762229846	5.10671304162	5.57419347972	6.33059487471	6.93897485355	7.1937733273	6.66341205383
MCT.f.0362	1.94936188085	0.0	1.987276862	3.64487149366	3.91685298615	5.0645094451	5.6302847743	6.29000619377	6.46949034361	7.08437551983	7.43407974804	7.34047904055
MCT.f.0363	2.83194891502	1.987276862	0.0	2.16290280911	3.05598703431	3.97848009362	5.18571926158	5.5481682	6.23904332062	7.11684952978	7.6349404716	7.15372330987
MCT.f.0364	4.45545309716	3.64487149366	2.16290280911	0.0	2.19174579631	3.47185556638	5.29235433973	5.29684307473	6.46236210253	7.32506343466	7.86474494563	7.06861044274
MCT.f.0365	4.33419723984	3.91685298615	3.05598703431	2.19174579631	0.0	2.09300450425	3.93382807669	5.10281340739	5.84317269076	7.08084346098	7.56529546942	6.87472724939
MCT.f.0366	4.50762229846	5.0645094451	3.97848009362	3.47185556638	2.09300450425	0.0	3.02873224263	3.98384644465	5.75844932865	7.04989207972	7.48641869198	6.93819837292
MCT.f.0368	5.10671304162	5.6302847743	5.18571926158	5.29235433973	3.93382807669	3.02873224263	0.0	2.03306103382	3.64872042282	5.81535458923	6.66850673562	6.66863448126
MCT.f.0369	5.57419347972	6.29000619377	5.5481682	5.29684307473	5.10281340739	3.98384644465	2.03306103382	0.0	2.30466445007	4.52542038998	5.56371485641	6.49216816628
MCT.f.0370	6.33059487471	6.46949034361	6.23904332062	6.46236210253	5.84317269076	5.75844932865	3.64872042282	2.30466445007	0.0	2.48032015703	3.62781438955	6.12723600975
MCT.f.0371	6.93897485355	7.08437551983	7.11684952978	7.32506343466	7.08084346098	7.04989207972	5.81535458923	4.52542038998	2.48032015703	0.0	1.83602711376	5.25165944164
MCT.f.0372	7.1937733273	7.43407974804	7.6349404716	7.86474494563	7.56529546942	7.48641869198	6.66850673562	5.56371485641	3.62781438955	1.83602711376	0.0	4.39640156284
MCT.f.0374	6.66341205383	7.34047904055	7.15372330987	7.06861044274	6.87472724939	6.93819837292	6.66863448126	6.49216816628	6.12723600975	5.25165944164	4.39640156284	0.0
