	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample9	sample10	sample12	sample13	sample14	sample15	sample16	sample17
sample1	0.0	9.63445616747	10.731204599	10.5069604923	13.199829582	11.643484334	12.8397485017	12.701117163	12.1186981742	13.0735035746	8.58343601281	10.0738682695	13.0279476729	9.58365861792	10.6580130987
sample2	9.63445616747	0.0	11.0707217232	8.91392093064	16.4101055303	13.0290473235	14.04089629	11.7963716291	10.8339893973	12.4573863557	11.541068077	10.1251093435	11.1058610652	11.1310020617	14.6491954035
sample3	10.731204599	11.0707217232	0.0	10.9981839327	12.0069191156	9.24332139251	8.78832667499	13.5471454945	13.2522177216	10.0537131632	10.5243570025	12.7800286079	12.9410007324	12.2792812793	12.3237009965
sample4	10.5069604923	8.91392093064	10.9981839327	0.0	18.0306413429	13.2658420307	14.175110361	9.61186454084	8.66486311191	11.9500756537	11.5601985125	9.60138777887	9.30256406156	11.9213618033	15.0638755047
sample5	13.199829582	16.4101055303	12.0069191156	18.0306413429	0.0	10.5640510225	10.1679859629	18.0753508319	18.716936806	14.9518177832	12.2993259353	16.6671796279	18.6811173148	14.1477555603	11.0660456013
sample6	11.643484334	13.0290473235	9.24332139251	13.2658420307	10.5640510225	0.0	7.6871038927	13.8222951084	15.1246038009	9.53242445523	10.1705632374	13.0294055455	14.3959098421	11.0985224272	11.8566702904
sample7	12.8397485017	14.04089629	8.78832667499	14.175110361	10.1679859629	7.6871038927	0.0	13.9518293867	15.4890541187	10.9351024615	10.9520536563	14.0801531621	15.1033706128	12.5379189204	11.6983147456
sample9	12.701117163	11.7963716291	13.5471454945	9.61186454084	18.0753508319	13.8222951084	13.9518293867	0.0	9.52887237262	12.7404738083	11.7077741343	8.95373177135	10.4390383995	11.1751932178	14.488278891
sample10	12.1186981742	10.8339893973	13.2522177216	8.66486311191	18.716936806	15.1246038009	15.4890541187	9.52887237262	0.0	11.5822432206	12.3670226757	8.36895034876	7.71470336813	12.2152022648	15.0119163612
sample12	13.0735035746	12.4573863557	10.0537131632	11.9500756537	14.9518177832	9.53242445523	10.9351024615	12.7404738083	11.5822432206	0.0	11.57102543	11.6799810595	10.7128991244	11.8982836056	13.9861379267
sample13	8.58343601281	11.541068077	10.5243570025	11.5601985125	12.2993259353	10.1705632374	10.9520536563	11.7077741343	12.3670226757	11.57102543	0.0	9.87361367625	12.7588058281	7.95051892654	10.1698363916
sample14	10.0738682695	10.1251093435	12.7800286079	9.60138777887	16.6671796279	13.0294055455	14.0801531621	8.95373177135	8.36895034876	11.6799810595	9.87361367625	0.0	8.96527453982	8.76601020617	13.2657324657
sample15	13.0279476729	11.1058610652	12.9410007324	9.30256406156	18.6811173148	14.3959098421	15.1033706128	10.4390383995	7.71470336813	10.7128991244	12.7588058281	8.96527453982	0.0	12.2134977454	14.5938120995
sample16	9.58365861792	11.1310020617	12.2792812793	11.9213618033	14.1477555603	11.0985224272	12.5379189204	11.1751932178	12.2152022648	11.8982836056	7.95051892654	8.76601020617	12.2134977454	0.0	10.8780031692
sample17	10.6580130987	14.6491954035	12.3237009965	15.0638755047	11.0660456013	11.8566702904	11.6983147456	14.488278891	15.0119163612	13.9861379267	10.1698363916	13.2657324657	14.5938120995	10.8780031692	0.0
