	MCT.f.0597	MCT.f.0598	MCT.f.0599	MCT.f.0600	MCT.f.0601	MCT.f.0602	MCT.f.0603	MCT.f.0604	MCT.f.0605	MCT.f.0606	MCT.f.0607	MCT.f.0608	MCT.f.0609	MCT.f.0610	MCT.f.0611	MCT.f.0612
MCT.f.0597	0.0	0.537414965986	0.784210526316	0.758823529412	0.8	0.822085889571	0.718120805369	0.699300699301	0.765517241379	0.721854304636	0.767295597484	0.780141843972	0.8	0.804347826087	0.817073170732	0.842794759825
MCT.f.0598	0.537414965986	0.0	0.461538461538	0.805970149254	0.818681318681	0.71511627907	0.658536585366	0.74269005848	0.754491017964	0.638036809816	0.684210526316	0.789156626506	0.777777777778	0.74025974026	0.767955801105	0.819277108434
MCT.f.0599	0.784210526316	0.461538461538	0.0	0.528735632184	0.80310880829	0.653409090909	0.717391304348	0.809278350515	0.782608695652	0.692307692308	0.724867724868	0.794444444444	0.763736263736	0.793103448276	0.768041237113	0.7890625
MCT.f.0600	0.758823529412	0.805970149254	0.528735632184	0.0	0.459854014599	0.76	0.786516853933	0.780346820809	0.792899408284	0.775280898876	0.779005524862	0.776397515528	0.77245508982	0.827160493827	0.755681818182	0.755364806867
MCT.f.0601	0.8	0.818681318681	0.80310880829	0.459854014599	0.0	0.567164179104	0.775641025641	0.807692307692	0.822368421053	0.801242236025	0.812121212121	0.797202797203	0.758620689655	0.768656716418	0.75641025641	0.800904977376
MCT.f.0602	0.822085889571	0.71511627907	0.653409090909	0.76	0.567164179104	0.0	0.448818897638	0.702702702703	0.649635036496	0.690789473684	0.753086419753	0.719424460432	0.68085106383	0.684615384615	0.73417721519	0.806167400881
MCT.f.0603	0.718120805369	0.658536585366	0.717391304348	0.786516853933	0.775641025641	0.448818897638	0.0	0.394957983193	0.584615384615	0.65306122449	0.735849056604	0.679104477612	0.697183098592	0.721804511278	0.75625	0.826086956522
MCT.f.0604	0.699300699301	0.74269005848	0.809278350515	0.780346820809	0.807692307692	0.702702702703	0.394957983193	0.0	0.327102803738	0.659722222222	0.74358974359	0.687022900763	0.732394366197	0.730769230769	0.764331210191	0.837719298246
MCT.f.0605	0.765517241379	0.754491017964	0.782608695652	0.792899408284	0.822368421053	0.649635036496	0.584615384615	0.327102803738	0.0	0.487804878049	0.630434782609	0.625	0.689393939394	0.683333333333	0.727891156463	0.83257918552
MCT.f.0606	0.721854304636	0.638036809816	0.692307692308	0.775280898876	0.801242236025	0.690789473684	0.65306122449	0.659722222222	0.487804878049	0.0	0.234782608696	0.63358778626	0.683098591549	0.676923076923	0.711538461538	0.822510822511
MCT.f.0607	0.767295597484	0.684210526316	0.724867724868	0.779005524862	0.812121212121	0.753086419753	0.735849056604	0.74358974359	0.630434782609	0.234782608696	0.0	0.520325203252	0.680555555556	0.664122137405	0.700636942675	0.829787234043
MCT.f.0608	0.780141843972	0.789156626506	0.794444444444	0.776397515528	0.797202797203	0.719424460432	0.679104477612	0.687022900763	0.625	0.63358778626	0.520325203252	0.0	0.372549019608	0.627272727273	0.676470588235	0.821596244131
MCT.f.0609	0.8	0.777777777778	0.763736263736	0.77245508982	0.758620689655	0.68085106383	0.697183098592	0.732394366197	0.689393939394	0.683098591549	0.680555555556	0.372549019608	0.0	0.377551020408	0.676056338028	0.817351598174
MCT.f.0610	0.804347826087	0.74025974026	0.793103448276	0.827160493827	0.768656716418	0.684615384615	0.721804511278	0.730769230769	0.683333333333	0.676923076923	0.664122137405	0.627272727273	0.377551020408	0.0	0.508620689655	0.843601895735
MCT.f.0611	0.817073170732	0.767955801105	0.768041237113	0.755681818182	0.75641025641	0.73417721519	0.75625	0.764331210191	0.727891156463	0.711538461538	0.700636942675	0.676470588235	0.676056338028	0.508620689655	0.0	0.607142857143
MCT.f.0612	0.842794759825	0.819277108434	0.7890625	0.755364806867	0.800904977376	0.806167400881	0.826086956522	0.837719298246	0.83257918552	0.822510822511	0.829787234043	0.821596244131	0.817351598174	0.843601895735	0.607142857143	0.0
