	MCT.f.0597	MCT.f.0598	MCT.f.0599	MCT.f.0600	MCT.f.0601	MCT.f.0602	MCT.f.0603	MCT.f.0604	MCT.f.0605	MCT.f.0606	MCT.f.0607	MCT.f.0608	MCT.f.0609	MCT.f.0610	MCT.f.0611	MCT.f.0612
MCT.f.0597	0.0	4.71820159311	8.46430986268	8.01577442024	8.44795011401	8.39787747083	7.13386443777	7.44528960318	7.90662377757	7.90636905402	9.11209693629	9.13585109054	9.08000494261	9.19053564897	9.05746466245	9.09793990829
MCT.f.0598	4.71820159311	0.0	4.06690189431	7.97382255765	8.59477813674	7.31877038578	6.52007648184	7.31700690783	7.41340061872	7.0445636418	7.85902842756	8.35447190218	8.58032824027	8.49168766343	7.70301759215	7.85280478981
MCT.f.0599	8.46430986268	4.06690189431	0.0	5.39869671354	8.52418533002	6.69850667071	7.03089983022	8.3455795064	8.14107862982	7.9722774686	8.44464429334	8.59113807571	8.06084139999	8.75050904069	8.41101558877	8.26209429839
MCT.f.0600	8.01577442024	7.97382255765	5.39869671354	0.0	3.47582307998	8.15261310003	7.95185046133	7.88770286031	8.19091106762	8.51551414601	8.52001591465	8.52015122672	8.7229531984	9.11049740598	8.30360443936	8.19689076977
MCT.f.0601	8.44795011401	8.59477813674	8.52418533002	3.47582307998	0.0	5.42276594546	7.79832692595	8.11308487171	8.08917230882	8.80592004883	8.01239096764	7.86152410431	8.94102230752	8.97912414509	7.9354227154	8.54950699769
MCT.f.0602	8.39787747083	7.31877038578	6.69850667071	8.15261310003	5.42276594546	0.0	3.93907295516	7.33317241038	6.53705568986	7.01802446642	7.10086392713	7.09327445048	7.68623270673	7.86415383911	7.1946366782	8.22141054081
MCT.f.0603	7.13386443777	6.52007648184	7.03089983022	7.95185046133	7.79832692595	3.93907295516	0.0	4.03334991111	5.4828114623	5.93445718206	6.61003343408	7.49930264635	7.07512047624	7.30864393423	6.64410971619	8.06800444208
MCT.f.0604	7.44528960318	7.31700690783	8.3455795064	7.88770286031	8.11308487171	7.33317241038	4.03334991111	0.0	2.74890457082	5.53559190727	6.48140984311	7.68743919273	7.54992776357	6.4480946537	6.06420607459	8.38374205864
MCT.f.0605	7.90662377757	7.41340061872	8.14107862982	8.19091106762	8.08917230882	6.53705568986	5.4828114623	2.74890457082	0.0	3.24610390485	4.98014832087	6.88250126072	7.37021278921	6.17321725771	5.66926840572	8.20409593198
MCT.f.0606	7.90636905402	7.0445636418	7.9722774686	8.51551414601	8.80592004883	7.01802446642	5.93445718206	5.53559190727	3.24610390485	0.0	4.24178330091	7.15628416764	7.00040249334	6.13142006451	5.9825356483	8.41261109896
MCT.f.0607	9.11209693629	7.85902842756	8.44464429334	8.52001591465	8.01239096764	7.10086392713	6.61003343408	6.48140984311	4.98014832087	4.24178330091	0.0	3.77410828925	7.33104566425	6.84459026535	5.58277094734	8.44646727352
MCT.f.0608	9.13585109054	8.35447190218	8.59113807571	8.52015122672	7.86152410431	7.09327445048	7.49930264635	7.68743919273	6.88250126072	7.15628416764	3.77410828925	0.0	5.97373002659	8.08233065166	6.65345575803	8.57217558611
MCT.f.0609	9.08000494261	8.58032824027	8.06084139999	8.7229531984	8.94102230752	7.68623270673	7.07512047624	7.54992776357	7.37021278921	7.00040249334	7.33104566425	5.97373002659	0.0	3.44159018328	6.66092450287	9.51234670222
MCT.f.0610	9.19053564897	8.49168766343	8.75050904069	9.11049740598	8.97912414509	7.86415383911	7.30864393423	6.4480946537	6.17321725771	6.13142006451	6.84459026535	8.08233065166	3.44159018328	0.0	5.12223911005	9.57994158372
MCT.f.0611	9.05746466245	7.70301759215	8.41101558877	8.30360443936	7.9354227154	7.1946366782	6.64410971619	6.06420607459	5.66926840572	5.9825356483	5.58277094734	6.65345575803	6.66092450287	5.12223911005	0.0	5.63747463339
MCT.f.0612	9.09793990829	7.85280478981	8.26209429839	8.19689076977	8.54950699769	8.22141054081	8.06800444208	8.38374205864	8.20409593198	8.41261109896	8.44646727352	8.57217558611	9.51234670222	9.57994158372	5.63747463339	0.0
