	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample16
sample1	0.0	8.70652173913	6.17274975483	7.80613593117	8.52758037815	8.9608633325	9.65626602041	7.2452949377	7.79171980324	7.9997586571	8.7668874645	8.1666259348	9.38840213408	10.2954684072	7.967272745
sample2	8.70652173913	0.0	7.52497687327	6.83522493485	9.22304347826	9.76162329419	8.64694978092	6.57065217391	8.74827075099	9.37573632539	8.51929140392	7.83143336868	9.32707640243	10.4841897233	8.39828625833
sample3	6.17274975483	7.52497687327	0.0	6.26446405799	8.07378353377	8.31460630533	7.6095579746	6.914546716	7.59647001934	7.56332646992	7.48960532727	7.16558553883	9.18691405154	9.46467916912	7.80919656261
sample4	7.80613593117	6.83522493485	6.26446405799	0.0	7.92249074201	9.05926915195	8.3951532047	6.14924221643	6.48718454259	8.22837759913	7.08345574365	7.28669436537	9.4916724237	10.0371317066	7.94917374719
sample5	8.52758037815	9.22304347826	8.07378353377	7.92249074201	0.0	9.0830149159	9.1285338726	8.6052173913	8.56943675889	8.45625058439	7.90306007302	8.45285966773	8.89518871171	8.95146245059	8.91457949857
sample6	8.9608633325	9.76162329419	8.31460630533	9.05926915195	9.0830149159	0.0	7.75584224523	8.58854331958	9.69226940942	9.37769405855	9.29897290169	8.90653373687	7.63131945381	6.69514728369	10.104622871
sample7	9.65626602041	8.64694978092	7.6095579746	8.3951532047	9.1285338726	7.75584224523	0.0	8.61497303674	9.4354739253	9.28804701175	8.75202674714	8.07978823974	9.51063590436	8.11355210344	8.68519775929
sample8	7.2452949377	6.57065217391	6.914546716	6.14924221643	8.6052173913	8.58854331958	8.61497303674	0.0	7.88068181818	8.57539738195	7.78193107645	8.08845881937	9.61249569806	9.61956521739	8.4432323072
sample9	7.79171980324	8.74827075099	7.59647001934	6.48718454259	8.56943675889	9.69226940942	9.4354739253	7.88068181818	0.0	7.64516129032	7.23406777701	8.02499076127	10.3614325977	10.7944664032	8.3220664676
sample10	7.9997586571	9.37573632539	7.56332646992	8.22837759913	8.45625058439	9.37769405855	9.28804701175	8.57539738195	7.64516129032	0.0	7.47930723139	8.71589299764	7.92747184158	9.79137234902	7.8284279099
sample11	8.7668874645	8.51929140392	7.48960532727	7.08345574365	7.90306007302	9.29897290169	8.75202674714	7.78193107645	7.23406777701	7.47930723139	0.0	8.33786383665	9.44733361531	9.80718904947	8.65537415724
sample12	8.1666259348	7.83143336868	7.16558553883	7.28669436537	8.45285966773	8.90653373687	8.07978823974	8.08845881937	8.02499076127	8.71589299764	8.33786383665	0.0	9.63378166763	9.70607988689	8.08337784108
sample13	9.38840213408	9.32707640243	9.18691405154	9.4916724237	8.89518871171	7.63131945381	9.51063590436	9.61249569806	10.3614325977	7.92747184158	9.44733361531	9.63378166763	0.0	9.39742613702	9.22617465606
sample14	10.2954684072	10.4841897233	9.46467916912	10.0371317066	8.95146245059	6.69514728369	8.11355210344	9.61956521739	10.7944664032	9.79137234902	9.80718904947	9.70607988689	9.39742613702	0.0	10.5884808094
sample16	7.967272745	8.39828625833	7.80919656261	7.94917374719	8.91457949857	10.104622871	8.68519775929	8.4432323072	8.3220664676	7.8284279099	8.65537415724	8.08337784108	9.22617465606	10.5884808094	0.0
