	MCT.f.0581	MCT.f.0582	MCT.f.0583	MCT.f.0585	MCT.f.0586	MCT.f.0587	MCT.f.0590	MCT.f.0592	MCT.f.0593	MCT.f.0595
MCT.f.0581	0.0	1.70533123184	2.83163894929	5.79245543866	6.10685092259	6.64708554418	7.34394282188	7.31346619482	7.53937628636	7.61603282214
MCT.f.0582	1.70533123184	0.0	1.60368172531	5.06737328872	5.68859632194	6.39825770695	6.96574900527	6.7769394437	6.56116905715	6.60467624537
MCT.f.0583	2.83163894929	1.60368172531	0.0	4.19593042337	5.88636278102	6.24818572188	6.95298573975	6.64029124747	6.19934282585	6.19174165155
MCT.f.0585	5.79245543866	5.06737328872	4.19593042337	0.0	3.39673773706	4.95964743498	5.69682168896	6.07423157723	5.00257676588	5.55969014221
MCT.f.0586	6.10685092259	5.68859632194	5.88636278102	3.39673773706	0.0	1.908553168	6.84838733958	7.0194215817	5.8571014121	6.9131064537
MCT.f.0587	6.64708554418	6.39825770695	6.24818572188	4.95964743498	1.908553168	0.0	7.26482228775	6.96735387505	5.83524407055	6.68002904197
MCT.f.0590	7.34394282188	6.96574900527	6.95298573975	5.69682168896	6.84838733958	7.26482228775	0.0	4.87695247591	5.56852812319	5.91225650566
MCT.f.0592	7.31346619482	6.7769394437	6.64029124747	6.07423157723	7.0194215817	6.96735387505	4.87695247591	0.0	3.69602910873	5.45719892304
MCT.f.0593	7.53937628636	6.56116905715	6.19934282585	5.00257676588	5.8571014121	5.83524407055	5.56852812319	3.69602910873	0.0	2.47506691782
MCT.f.0595	7.61603282214	6.60467624537	6.19174165155	5.55969014221	6.9131064537	6.68002904197	5.91225650566	5.45719892304	2.47506691782	0.0
